number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_take_profit,params_trend_sma_period,state
849,40078.50075669237,2025-09-03 14:53:16.661729,2025-09-03 14:54:10.347285,0 days 00:00:53.685556,6,12,6,27,28,67,99,4.558350081156146,5,COMPLETE
850,156880.05185000997,2025-09-03 14:53:22.054992,2025-09-03 14:54:15.885017,0 days 00:00:53.830025,6,13,6,27,28,66,42,4.57319894968435,5,COMPLETE
851,4778.34760236874,2025-09-03 14:53:30.416801,2025-09-03 14:54:21.861162,0 days 00:00:51.444361,7,13,6,27,28,67,174,4.556682383139833,5,COMPLETE
852,162378.1905378984,2025-09-03 14:54:10.374427,2025-09-03 14:55:09.372327,0 days 00:00:58.997900,6,13,6,27,28,67,42,4.570476171440386,5,COMPLETE
853,159661.1362135511,2025-09-03 14:54:10.644144,2025-09-03 14:55:08.068390,0 days 00:00:57.424246,7,13,6,27,28,64,42,4.389940137132373,5,COMPLETE
854,350636.83470005624,2025-09-03 14:54:15.909408,2025-09-03 14:55:12.760808,0 days 00:00:56.851400,9,12,6,27,28,64,30,4.378551376053389,6,COMPLETE
855,98107.59872071966,2025-09-03 14:54:21.905438,2025-09-03 14:55:16.449509,0 days 00:00:54.544071,9,12,6,26,28,56,30,4.423935837429045,6,COMPLETE
856,354665.85084739636,2025-09-03 14:55:08.237331,2025-09-03 14:56:00.689805,0 days 00:00:52.452474,9,12,6,26,28,66,30,4.417656635483454,6,COMPLETE
857,228177.59058097354,2025-09-03 14:55:09.433218,2025-09-03 14:56:03.351623,0 days 00:00:53.918405,9,12,6,26,29,65,34,4.418836377338234,6,COMPLETE
858,107132.49434984992,2025-09-03 14:55:12.792156,2025-09-03 14:56:06.539299,0 days 00:00:53.747143,10,12,6,26,29,66,30,4.451235000888656,9,COMPLETE
859,69344.92159660954,2025-09-03 14:55:16.457791,2025-09-03 14:56:09.717818,0 days 00:00:53.260027,8,12,6,26,10,66,37,4.449370626778596,6,COMPLETE
860,75233.3547232707,2025-09-03 14:56:00.828590,2025-09-03 14:56:57.479086,0 days 00:00:56.650496,19,12,6,26,29,65,37,4.5400987739226615,9,COMPLETE
861,88551.37520929854,2025-09-03 14:56:03.355073,2025-09-03 14:56:56.300042,0 days 00:00:52.944969,11,12,6,26,10,65,37,4.530563254903354,5,COMPLETE
862,296662.8724911943,2025-09-03 14:56:06.556896,2025-09-03 14:57:00.802617,0 days 00:00:54.245721,11,12,5,25,28,67,37,4.530409976049142,5,COMPLETE
863,258570.6656775563,2025-09-03 14:56:09.741751,2025-09-03 14:57:06.551445,0 days 00:00:56.809694,11,12,5,25,28,67,34,4.535419941735991,5,COMPLETE
864,369428.69909532624,2025-09-03 14:56:56.374286,2025-09-03 14:57:47.632870,0 days 00:00:51.258584,7,12,5,25,29,67,34,4.601820346759437,5,COMPLETE
865,377191.49927044206,2025-09-03 14:56:57.480084,2025-09-03 14:57:48.258459,0 days 00:00:50.778375,7,11,5,25,28,67,35,4.578367237449982,5,COMPLETE
866,-inf,2025-09-03 14:57:00.830885,2025-09-03 14:57:04.972853,0 days 00:00:04.141968,34,11,5,25,28,67,30,4.256825912147246,5,COMPLETE
867,355110.5769732561,2025-09-03 14:57:04.974412,2025-09-03 14:57:56.768921,0 days 00:00:51.794509,7,13,6,28,29,67,34,4.588440414062938,5,COMPLETE
868,28288.420432345334,2025-09-03 14:57:06.562867,2025-09-03 14:58:00.462373,0 days 00:00:53.899506,7,13,6,28,29,64,106,4.608595971673074,5,COMPLETE
869,111826.78900742138,2025-09-03 14:57:47.659430,2025-09-03 14:58:40.901627,0 days 00:00:53.242197,8,13,6,28,28,65,41,2.207845947526606,5,COMPLETE
870,3170.8164219916584,2025-09-03 14:57:48.259507,2025-09-03 14:58:41.066626,0 days 00:00:52.807119,8,13,6,27,29,66,106,4.604061790292908,21,COMPLETE
871,135495.51101519898,2025-09-03 14:57:56.780696,2025-09-03 14:58:51.967549,0 days 00:00:55.186853,10,13,6,27,28,65,42,4.491924975089014,6,COMPLETE
872,141371.5648885732,2025-09-03 14:58:00.489930,2025-09-03 14:58:59.085940,0 days 00:00:58.596010,10,7,6,27,28,65,41,4.351183810559879,6,COMPLETE
873,153939.5101744074,2025-09-03 14:58:40.918563,2025-09-03 14:59:33.226539,0 days 00:00:52.307976,10,12,6,27,28,66,41,4.331291343212751,6,COMPLETE
874,284575.52282866265,2025-09-03 14:58:41.091076,2025-09-03 14:59:34.668880,0 days 00:00:53.577804,10,12,6,27,28,66,30,4.336562190747118,6,COMPLETE
875,53889.863805284855,2025-09-03 14:58:51.996407,2025-09-03 14:59:45.893426,0 days 00:00:53.897019,10,12,6,26,28,66,82,4.355926721209878,6,COMPLETE
876,129309.07988161108,2025-09-03 14:58:59.092649,2025-09-03 14:59:53.383881,0 days 00:00:54.291232,13,12,6,25,13,66,30,4.336475653437139,6,COMPLETE
877,331958.15789768955,2025-09-03 14:59:33.277048,2025-09-03 15:00:28.521087,0 days 00:00:55.244039,6,11,7,25,29,66,30,4.464549064048089,5,COMPLETE
878,2570.183828071265,2025-09-03 14:59:34.694567,2025-09-03 15:00:30.029802,0 days 00:00:55.335235,13,11,7,25,29,66,250,4.457866586763426,5,COMPLETE
879,23655.271975461063,2025-09-03 14:59:45.924762,2025-09-03 15:00:44.375922,0 days 00:00:58.451160,24,11,7,25,29,54,30,4.472387470331004,5,COMPLETE
880,295339.1963090961,2025-09-03 14:59:53.428507,2025-09-03 15:00:51.529588,0 days 00:00:58.101081,8,11,7,29,29,64,34,4.4885428265652845,5,COMPLETE
881,209349.9219060729,2025-09-03 15:00:28.533257,2025-09-03 15:01:25.412187,0 days 00:00:56.878930,8,11,7,26,29,64,37,4.189984100955289,5,COMPLETE
882,203488.07624721903,2025-09-03 15:00:30.080854,2025-09-03 15:01:27.201894,0 days 00:00:57.121040,8,11,6,26,28,64,37,4.582419976190457,5,COMPLETE
883,17057.57794172143,2025-09-03 15:00:44.392943,2025-09-03 15:01:41.962902,0 days 00:00:57.569959,8,12,6,29,28,64,139,4.239727805705293,5,COMPLETE
884,237277.50848690138,2025-09-03 15:00:51.541264,2025-09-03 15:01:48.575967,0 days 00:00:57.034703,8,12,6,26,28,67,38,4.61026533693239,5,COMPLETE
885,313793.9746409658,2025-09-03 15:01:25.439510,2025-09-03 15:02:25.432343,0 days 00:00:59.992833,6,12,6,26,28,67,34,4.620726224574581,5,COMPLETE
886,20660.827309057036,2025-09-03 15:01:27.215489,2025-09-03 15:02:26.515312,0 days 00:00:59.299823,6,12,6,26,28,67,141,4.600459579048056,6,COMPLETE
887,197662.7847864385,2025-09-03 15:01:42.127744,2025-09-03 15:02:41.262542,0 days 00:00:59.134798,6,12,5,26,28,67,35,4.608526635735219,6,COMPLETE
888,104850.57213423903,2025-09-03 15:01:48.587669,2025-09-03 15:02:48.081417,0 days 00:00:59.493748,29,12,15,26,28,67,34,4.627516119697879,6,COMPLETE
889,99832.9248626413,2025-09-03 15:02:25.439057,2025-09-03 15:03:20.306617,0 days 00:00:54.867560,17,12,5,25,29,65,30,4.524934798289821,6,COMPLETE
890,16683.06362630128,2025-09-03 15:02:26.532562,2025-09-03 15:03:23.218801,0 days 00:00:56.686239,11,12,5,25,29,65,34,4.530160682123349,19,COMPLETE
891,234087.18757895555,2025-09-03 15:02:41.434566,2025-09-03 15:03:35.792486,0 days 00:00:54.357920,11,12,15,25,29,66,30,4.509125000348042,6,COMPLETE
892,181444.97604383007,2025-09-03 15:02:48.098912,2025-09-03 15:03:45.660895,0 days 00:00:57.561983,11,12,5,25,14,65,30,4.527368712040306,5,COMPLETE
893,249280.29510138067,2025-09-03 15:03:20.313208,2025-09-03 15:04:12.989939,0 days 00:00:52.676731,11,12,6,27,29,65,30,4.446383329014474,5,COMPLETE
894,425256.781480243,2025-09-03 15:03:23.255665,2025-09-03 15:04:17.488719,0 days 00:00:54.233054,9,11,6,27,29,66,30,4.422251629960032,5,COMPLETE
895,18674.1092891834,2025-09-03 15:03:35.793807,2025-09-03 15:04:31.216817,0 days 00:00:55.423010,26,11,6,27,28,65,39,1.018402798484698,5,COMPLETE
896,201667.79874815702,2025-09-03 15:03:45.688454,2025-09-03 15:04:42.276827,0 days 00:00:56.588373,9,6,6,27,28,66,39,4.382213221341709,5,COMPLETE
897,521.5477798585691,2025-09-03 15:04:13.006994,2025-09-03 15:05:03.955652,0 days 00:00:50.948658,9,11,6,27,28,48,40,4.643509857283545,5,COMPLETE
898,5442.729139071844,2025-09-03 15:04:17.505594,2025-09-03 15:05:08.303375,0 days 00:00:50.797781,9,11,6,27,28,51,39,4.6556209615592845,5,COMPLETE
899,207644.92270569588,2025-09-03 15:04:31.225429,2025-09-03 15:05:27.022954,0 days 00:00:55.797525,9,13,6,25,28,67,38,4.649737545863968,5,COMPLETE
900,226701.81060344927,2025-09-03 15:04:42.299753,2025-09-03 15:05:38.716862,0 days 00:00:56.417109,6,13,7,25,28,67,34,4.6274339313059905,6,COMPLETE
901,293450.75022259407,2025-09-03 15:05:04.016969,2025-09-03 15:05:58.149925,0 days 00:00:54.132956,6,13,7,25,17,67,34,4.653502266997615,5,COMPLETE
902,124993.38356762835,2025-09-03 15:05:08.335387,2025-09-03 15:06:05.734302,0 days 00:00:57.398915,14,13,7,25,28,67,35,4.223919225255126,6,COMPLETE
903,170011.14797737033,2025-09-03 15:05:27.052558,2025-09-03 15:06:25.370257,0 days 00:00:58.317699,6,12,7,43,29,67,34,4.284164608471754,6,COMPLETE
904,85668.28028862023,2025-09-03 15:05:38.723428,2025-09-03 15:06:34.727731,0 days 00:00:56.004303,14,12,7,26,29,68,44,4.424950725946989,6,COMPLETE
905,86323.97841007663,2025-09-03 15:05:58.166862,2025-09-03 15:06:52.275218,0 days 00:00:54.108356,14,12,7,28,29,68,44,4.413247154793447,6,COMPLETE
906,164560.25957209445,2025-09-03 15:06:05.779435,2025-09-03 15:07:00.644439,0 days 00:00:54.865004,13,12,6,26,29,68,34,4.436671919384,6,COMPLETE
907,160872.2332430053,2025-09-03 15:06:25.387350,2025-09-03 15:07:17.915986,0 days 00:00:52.528636,12,12,6,26,29,68,44,4.460050969092418,5,COMPLETE
908,9532.816685814976,2025-09-03 15:06:34.740426,2025-09-03 15:07:29.566302,0 days 00:00:54.825876,12,12,6,40,29,68,164,4.5382620695002895,11,COMPLETE
909,288218.85769402573,2025-09-03 15:06:52.410470,2025-09-03 15:07:48.019290,0 days 00:00:55.608820,12,12,6,26,28,66,30,4.565860938926994,5,COMPLETE
910,63116.48631345029,2025-09-03 15:07:00.720542,2025-09-03 15:07:57.601567,0 days 00:00:56.881025,7,12,6,26,28,66,30,4.537868640479448,13,COMPLETE
911,32701.083350178575,2025-09-03 15:07:17.928078,2025-09-03 15:08:14.513354,0 days 00:00:56.585276,7,12,18,28,28,66,92,4.543284482097794,5,COMPLETE
912,335236.8831291474,2025-09-03 15:07:29.577560,2025-09-03 15:08:25.266878,0 days 00:00:55.689318,7,11,5,28,28,66,34,4.562034902136031,5,COMPLETE
913,278403.09778063354,2025-09-03 15:07:48.109134,2025-09-03 15:08:44.122688,0 days 00:00:56.013554,8,11,5,28,28,66,34,2.840001550047214,5,COMPLETE
914,321983.19451261155,2025-09-03 15:07:57.613748,2025-09-03 15:08:53.658441,0 days 00:00:56.044693,8,11,5,28,28,65,34,4.699324445598165,5,COMPLETE
915,189588.43144178222,2025-09-03 15:08:14.519981,2025-09-03 15:09:09.513801,0 days 00:00:54.993820,10,11,5,25,28,65,34,4.66466636451879,5,COMPLETE
916,1062.7860298489952,2025-09-03 15:08:25.313141,2025-09-03 15:09:19.619267,0 days 00:00:54.306126,10,11,5,25,28,53,38,4.658261923886289,17,COMPLETE
917,195612.8070501488,2025-09-03 15:08:44.165839,2025-09-03 15:09:36.023783,0 days 00:00:51.857944,10,11,6,25,30,64,38,4.679152049701982,5,COMPLETE
918,35136.33354441738,2025-09-03 15:08:53.712977,2025-09-03 15:09:47.226157,0 days 00:00:53.513180,10,11,6,25,30,64,38,1.497117162318352,6,COMPLETE
919,127164.30588156884,2025-09-03 15:09:09.615888,2025-09-03 15:09:59.963588,0 days 00:00:50.347700,10,12,6,36,30,64,38,4.3344963406384815,6,COMPLETE
920,239493.43409217158,2025-09-03 15:09:19.653178,2025-09-03 15:10:16.804735,0 days 00:00:57.151557,9,12,6,25,22,64,30,4.356931890233808,6,COMPLETE
921,365903.02675043023,2025-09-03 15:09:36.050376,2025-09-03 15:10:28.622686,0 days 00:00:52.572310,9,12,6,26,29,65,30,4.462375168462903,6,COMPLETE
922,338926.23543169006,2025-09-03 15:09:47.253280,2025-09-03 15:10:42.059027,0 days 00:00:54.805747,8,12,6,26,29,67,30,4.355702528161276,6,COMPLETE
923,372736.3534711561,2025-09-03 15:09:59.980330,2025-09-03 15:10:52.998282,0 days 00:00:53.017952,6,13,6,26,29,67,30,4.481911426762525,5,COMPLETE
924,372736.3534711561,2025-09-03 15:10:16.816283,2025-09-03 15:11:10.386631,0 days 00:00:53.570348,6,13,6,26,29,67,30,4.480861429789734,5,COMPLETE
925,646.8391585085749,2025-09-03 15:10:28.666125,2025-09-03 15:11:22.064073,0 days 00:00:53.397948,6,13,7,24,28,45,30,4.237873488727213,5,COMPLETE
926,139770.895512006,2025-09-03 15:10:42.146765,2025-09-03 15:11:38.372605,0 days 00:00:56.225840,6,13,7,27,28,67,43,4.586741774785316,5,COMPLETE
927,147084.52575699973,2025-09-03 15:10:53.030382,2025-09-03 15:11:53.718837,0 days 00:01:00.688455,6,17,7,27,28,68,42,4.635960972192234,5,COMPLETE
928,115377.09337623457,2025-09-03 15:11:10.398328,2025-09-03 15:12:06.633423,0 days 00:00:56.235095,8,12,7,27,28,68,42,4.612022109802099,5,COMPLETE
929,165692.03334273337,2025-09-03 15:11:22.064916,2025-09-03 15:12:16.436140,0 days 00:00:54.371224,8,12,6,27,28,68,41,4.545638482503062,5,COMPLETE
930,328859.7797066518,2025-09-03 15:11:38.404877,2025-09-03 15:12:34.502079,0 days 00:00:56.097202,8,12,6,24,28,68,34,4.66328668687386,5,COMPLETE
931,347429.32169851445,2025-09-03 15:11:53.772639,2025-09-03 15:12:49.289397,0 days 00:00:55.516758,8,12,6,24,29,65,34,4.7065656283316155,5,COMPLETE
932,224905.13719589976,2025-09-03 15:12:06.715881,2025-09-03 15:13:01.754935,0 days 00:00:55.039054,11,12,6,25,20,65,34,4.715130502212802,6,COMPLETE
933,220189.20964961016,2025-09-03 15:12:16.452783,2025-09-03 15:13:12.564674,0 days 00:00:56.111891,11,12,6,25,18,65,34,4.706412875786935,6,COMPLETE
934,220974.99777425398,2025-09-03 15:12:34.513767,2025-09-03 15:13:27.521676,0 days 00:00:53.007909,11,11,5,25,29,66,34,4.71516955313932,6,COMPLETE
935,187927.87078625275,2025-09-03 15:12:49.439195,2025-09-03 15:13:43.437943,0 days 00:00:53.998748,11,11,5,25,29,66,37,4.700106844595243,6,COMPLETE
936,187743.50854075275,2025-09-03 15:13:01.758297,2025-09-03 15:13:55.533866,0 days 00:00:53.775569,11,11,5,26,29,66,37,4.418216968891069,6,COMPLETE
937,171636.1715836925,2025-09-03 15:13:12.581872,2025-09-03 15:14:06.294320,0 days 00:00:53.712448,10,11,5,24,29,66,38,4.393057409666321,5,COMPLETE
938,180570.3230498976,2025-09-03 15:13:27.572813,2025-09-03 15:14:17.216552,0 days 00:00:49.643739,9,11,6,26,28,66,38,4.536705608277587,5,COMPLETE
939,104627.24608202491,2025-09-03 15:13:43.450183,2025-09-03 15:14:34.788273,0 days 00:00:51.338090,9,11,6,24,28,67,37,2.308704902299239,5,COMPLETE
940,-inf,2025-09-03 15:13:55.540535,2025-09-03 15:14:03.954152,0 days 00:00:08.413617,75,12,6,24,28,67,30,4.534525902923612,5,COMPLETE
941,159871.12874430435,2025-09-03 15:14:03.981510,2025-09-03 15:14:58.445302,0 days 00:00:54.463792,9,12,6,24,27,67,38,4.275530595334883,5,COMPLETE
942,381443.71608035394,2025-09-03 15:14:06.301821,2025-09-03 15:15:00.359638,0 days 00:00:54.057817,7,12,6,26,27,67,34,4.574472968362856,5,COMPLETE
943,578622.4015858202,2025-09-03 15:14:17.238795,2025-09-03 15:15:14.997990,0 days 00:00:57.759195,7,12,6,26,27,67,30,4.609155357050811,5,COMPLETE
944,266513.38794374163,2025-09-03 15:14:34.948978,2025-09-03 15:15:29.856938,0 days 00:00:54.907960,16,12,7,26,27,65,30,4.287852643630281,5,COMPLETE
945,1406.9736779830728,2025-09-03 15:14:58.501196,2025-09-03 15:15:51.382449,0 days 00:00:52.881253,7,12,7,29,27,65,226,4.59007568683738,5,COMPLETE
946,-inf,2025-09-03 15:15:00.390961,2025-09-03 15:15:52.745005,0 days 00:00:52.354044,13,12,7,27,15,34,30,0.7888809220828745,6,COMPLETE
947,276092.88199065137,2025-09-03 15:15:15.119283,2025-09-03 15:16:11.562957,0 days 00:00:56.443674,5,13,7,27,27,65,30,4.4345856447668215,6,COMPLETE
948,165812.4574125973,2025-09-03 15:15:29.889637,2025-09-03 15:16:23.852778,0 days 00:00:53.963141,5,13,7,27,27,64,34,4.488896800314001,6,COMPLETE
949,209472.69039932065,2025-09-03 15:15:51.399485,2025-09-03 15:16:43.913488,0 days 00:00:52.514003,5,13,6,27,16,64,30,4.456122963202353,6,COMPLETE
950,189724.6151459273,2025-09-03 15:15:52.751615,2025-09-03 15:16:44.667087,0 days 00:00:51.915472,5,13,6,26,27,64,34,4.472210814478566,6,COMPLETE
951,180594.36672904075,2025-09-03 15:16:11.646209,2025-09-03 15:17:08.258969,0 days 00:00:56.612760,5,13,6,27,27,66,34,4.496608901385944,6,COMPLETE
952,161730.69311393454,2025-09-03 15:16:23.859465,2025-09-03 15:17:18.636166,0 days 00:00:54.776701,7,12,6,26,27,66,42,4.595937614700178,5,COMPLETE
953,194291.26636604103,2025-09-03 15:16:43.925570,2025-09-03 15:17:35.854084,0 days 00:00:51.928514,7,12,6,26,30,66,45,4.615591919498251,5,COMPLETE
954,175152.72757159983,2025-09-03 15:16:44.700001,2025-09-03 15:17:39.470761,0 days 00:00:54.770760,7,12,6,26,30,66,43,4.595549237338441,5,COMPLETE
955,176791.2647617222,2025-09-03 15:17:08.265469,2025-09-03 15:18:01.153285,0 days 00:00:52.887816,7,12,6,26,28,66,46,4.582853578306012,5,COMPLETE
956,-inf,2025-09-03 15:17:18.647858,2025-09-03 15:18:10.940382,0 days 00:00:52.292524,7,12,6,26,30,42,45,4.633149491732717,5,COMPLETE
957,206113.72288498888,2025-09-03 15:17:35.925282,2025-09-03 15:18:32.288934,0 days 00:00:56.363652,7,12,5,28,28,65,38,4.346123009735259,5,COMPLETE
958,200367.22302599988,2025-09-03 15:17:39.472331,2025-09-03 15:18:33.489734,0 days 00:00:54.017403,8,12,5,25,28,65,38,4.347420345240468,5,COMPLETE
959,177560.5020295218,2025-09-03 15:18:01.165226,2025-09-03 15:18:55.108311,0 days 00:00:53.943085,8,12,5,25,28,65,37,4.365220444052211,5,COMPLETE
960,164378.50723423544,2025-09-03 15:18:10.952023,2025-09-03 15:19:06.356744,0 days 00:00:55.404721,9,12,5,25,28,65,37,4.364140306736178,5,COMPLETE
961,236754.74605225437,2025-09-03 15:18:32.331833,2025-09-03 15:19:26.500998,0 days 00:00:54.169165,9,12,5,25,29,67,34,4.399914483411353,6,COMPLETE
962,215774.72779579597,2025-09-03 15:18:33.496441,2025-09-03 15:19:26.961396,0 days 00:00:53.464955,9,12,6,25,29,67,34,4.177784027527301,6,COMPLETE
963,233081.0697204626,2025-09-03 15:18:55.114744,2025-09-03 15:19:43.984516,0 days 00:00:48.869772,9,8,6,28,29,67,34,4.698194847004711,6,COMPLETE
964,16359.408646452297,2025-09-03 15:19:06.479716,2025-09-03 15:19:57.672359,0 days 00:00:51.192643,6,13,7,27,29,67,30,4.6960204577378075,27,COMPLETE
965,-inf,2025-09-03 15:19:26.507485,2025-09-03 15:19:33.250223,0 days 00:00:06.742738,32,12,7,28,29,67,30,4.71445643488567,6,COMPLETE
966,223002.40316961712,2025-09-03 15:19:26.994450,2025-09-03 15:20:22.003624,0 days 00:00:55.009174,6,13,7,28,29,67,34,4.699121366517992,6,COMPLETE
967,455014.6302834462,2025-09-03 15:19:33.268506,2025-09-03 15:20:29.493994,0 days 00:00:56.225488,6,8,6,27,28,68,30,4.521223092203037,5,COMPLETE
968,36145.29336023047,2025-09-03 15:19:43.991118,2025-09-03 15:20:36.316833,0 days 00:00:52.325715,6,13,7,27,6,68,30,4.519811013118028,5,COMPLETE
969,326639.62692597555,2025-09-03 15:19:57.705051,2025-09-03 15:20:47.802187,0 days 00:00:50.097136,12,12,6,27,27,68,40,4.520389182756883,5,COMPLETE
970,-inf,2025-09-03 15:20:22.046149,2025-09-03 15:20:30.099330,0 days 00:00:08.053181,51,12,6,27,27,68,40,4.564510663388317,5,COMPLETE
971,241411.61537181833,2025-09-03 15:20:29.521049,2025-09-03 15:21:26.534457,0 days 00:00:57.013408,6,12,6,27,27,68,41,4.538815190637817,5,COMPLETE
972,252725.9421652164,2025-09-03 15:20:30.116955,2025-09-03 15:21:26.782144,0 days 00:00:56.665189,5,7,6,42,28,68,34,4.526624546291703,5,COMPLETE
973,219664.2517119752,2025-09-03 15:20:36.317962,2025-09-03 15:21:32.202268,0 days 00:00:55.884306,5,8,19,28,22,68,40,4.522020224299815,5,COMPLETE
974,320676.2660752034,2025-09-03 15:20:47.845246,2025-09-03 15:21:44.995700,0 days 00:00:57.150454,5,12,6,29,28,68,34,4.6385175321208205,5,COMPLETE
975,197852.81068524558,2025-09-03 15:21:26.556977,2025-09-03 15:22:17.770949,0 days 00:00:51.213972,6,9,6,30,28,68,35,4.646864650207489,6,COMPLETE
976,227642.54317397898,2025-09-03 15:21:26.788949,2025-09-03 15:22:17.371222,0 days 00:00:50.582273,5,6,6,26,28,68,34,4.668994404203644,6,COMPLETE
977,-inf,2025-09-03 15:21:32.203238,2025-09-03 15:21:36.857129,0 days 00:00:04.653891,36,17,6,26,28,68,34,4.642056331439102,6,COMPLETE
978,-inf,2025-09-03 15:21:36.873875,2025-09-03 15:22:28.496295,0 days 00:00:51.622420,7,7,6,29,28,31,34,4.637905739114805,6,COMPLETE
979,285410.9315243312,2025-09-03 15:21:45.002101,2025-09-03 15:22:37.612646,0 days 00:00:52.610545,7,11,6,29,28,67,34,4.745398535083467,6,COMPLETE
980,631444.5287028764,2025-09-03 15:22:17.424520,2025-09-03 15:23:15.182179,0 days 00:00:57.757659,7,8,7,29,27,67,30,4.732907476891188,5,COMPLETE
981,554651.4891284489,2025-09-03 15:22:17.793639,2025-09-03 15:23:16.646317,0 days 00:00:58.852678,7,5,7,25,27,67,30,4.764268679331879,5,COMPLETE
982,197814.04771242122,2025-09-03 15:22:28.543933,2025-09-03 15:23:24.198353,0 days 00:00:55.654420,7,11,7,25,20,67,38,4.757093359727151,5,COMPLETE
983,280353.269196312,2025-09-03 15:22:37.666564,2025-09-03 15:23:30.859105,0 days 00:00:53.192541,8,13,7,24,27,66,30,3.378420867854791,5,COMPLETE
984,584314.8522525678,2025-09-03 15:23:15.288253,2025-09-03 15:24:12.881888,0 days 00:00:57.593635,7,8,7,30,27,67,30,4.761582859087388,5,COMPLETE
985,813541.2637574624,2025-09-03 15:23:16.682531,2025-09-03 15:24:12.171478,0 days 00:00:55.488947,5,8,7,24,27,68,30,4.764348128220153,5,COMPLETE
986,961871.8955781888,2025-09-03 15:23:24.210358,2025-09-03 15:24:19.511667,0 days 00:00:55.301309,5,6,7,24,27,68,30,4.765244348298665,5,COMPLETE
987,582323.2407012576,2025-09-03 15:23:30.887389,2025-09-03 15:24:23.292737,0 days 00:00:52.405348,5,7,7,29,27,68,30,4.764647773313413,6,COMPLETE
988,198783.916948241,2025-09-03 15:24:12.178371,2025-09-03 15:25:07.834102,0 days 00:00:55.655731,6,8,7,30,27,68,38,4.766219645767393,6,COMPLETE
989,99158.3787089034,2025-09-03 15:24:12.912996,2025-09-03 15:25:07.537577,0 days 00:00:54.624581,5,8,7,30,27,68,73,4.7558847978176315,6,COMPLETE
990,201311.32127341247,2025-09-03 15:24:19.512722,2025-09-03 15:25:13.396827,0 days 00:00:53.884105,5,8,7,32,27,68,38,4.76186172243261,6,COMPLETE
991,145184.40694830866,2025-09-03 15:24:23.369442,2025-09-03 15:25:17.667877,0 days 00:00:54.298435,5,8,7,24,27,68,38,4.741458486210582,7,COMPLETE
992,130374.5580782507,2025-09-03 15:25:07.544195,2025-09-03 15:26:03.900920,0 days 00:00:56.356725,5,6,7,31,27,68,38,4.755230335037059,7,COMPLETE
993,322119.638438353,2025-09-03 15:25:07.861818,2025-09-03 15:26:03.551721,0 days 00:00:55.689903,5,8,7,32,27,68,42,4.784480945782265,5,COMPLETE
994,123911.62986058494,2025-09-03 15:25:13.408549,2025-09-03 15:26:10.201986,0 days 00:00:56.793437,5,6,7,31,27,68,42,4.768800760886459,7,COMPLETE
995,23406.13338757964,2025-09-03 15:25:17.717723,2025-09-03 15:26:10.709779,0 days 00:00:52.992056,5,6,7,31,27,68,117,4.750388773330684,5,COMPLETE
996,383367.5731304878,2025-09-03 15:26:03.558481,2025-09-03 15:26:57.130609,0 days 00:00:53.572128,5,5,7,30,27,68,34,4.748159590661147,5,COMPLETE
997,262087.3452239766,2025-09-03 15:26:03.912898,2025-09-03 15:26:59.406049,0 days 00:00:55.493151,5,7,7,30,27,68,34,4.75816411563512,5,COMPLETE
998,392147.3200456194,2025-09-03 15:26:10.203312,2025-09-03 15:27:03.604614,0 days 00:00:53.401302,5,5,7,30,27,68,34,4.72558164087131,5,COMPLETE
999,277781.23032307613,2025-09-03 15:26:10.715979,2025-09-03 15:27:04.341646,0 days 00:00:53.625667,5,7,7,30,26,68,34,4.670389560595245,5,COMPLETE
