number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_trend_sma_period,params_volume_ma_period,state
174,122680.0822085712,2025-08-06 12:06:59.853997,2025-08-06 12:08:00.518310,0 days 00:01:00.664313,5,7,16,41,27,69,128,21,28,COMPLETE
175,102104.63606992907,2025-08-06 12:07:40.203247,2025-08-06 12:08:39.058997,0 days 00:00:58.855750,5,7,5,41,27,69,128,22,28,COMPLETE
176,85729.54913071461,2025-08-06 12:07:52.007784,2025-08-06 12:08:50.795077,0 days 00:00:58.787293,5,7,5,39,27,69,128,22,29,COMPLETE
177,55883.593061667874,2025-08-06 12:07:56.582112,2025-08-06 12:08:55.189095,0 days 00:00:58.606983,5,8,5,39,29,69,129,21,32,COMPLETE
178,24484.02525392884,2025-08-06 12:08:00.519466,2025-08-06 12:08:58.619601,0 days 00:00:58.100135,5,8,5,39,29,69,227,26,25,COMPLETE
179,91462.00899242431,2025-08-06 12:08:39.190983,2025-08-06 12:09:38.703082,0 days 00:00:59.512099,6,8,5,39,29,68,117,16,32,COMPLETE
180,40241.6043452812,2025-08-06 12:08:50.849458,2025-08-06 12:09:50.995686,0 days 00:01:00.146228,8,8,5,38,29,68,117,16,25,COMPLETE
181,68576.91077333671,2025-08-06 12:08:55.221916,2025-08-06 12:09:52.171312,0 days 00:00:56.949396,8,8,13,37,28,68,119,16,30,COMPLETE
182,87236.74899573722,2025-08-06 12:08:58.626458,2025-08-06 12:10:00.116400,0 days 00:01:01.489942,8,17,13,37,28,68,117,15,30,COMPLETE
183,52318.902215493945,2025-08-06 12:09:38.709833,2025-08-06 12:10:40.412802,0 days 00:01:01.702969,8,12,13,38,26,70,144,16,30,COMPLETE
184,54905.89169578749,2025-08-06 12:09:51.001856,2025-08-06 12:10:47.675835,0 days 00:00:56.673979,7,11,15,31,26,70,123,27,30,COMPLETE
185,62230.017205871496,2025-08-06 12:09:52.209339,2025-08-06 12:10:50.426365,0 days 00:00:58.217026,7,11,15,36,26,70,124,27,27,COMPLETE
186,132045.65386676355,2025-08-06 12:10:00.310912,2025-08-06 12:11:01.194356,0 days 00:01:00.883444,6,11,15,36,26,70,134,27,27,COMPLETE
187,132045.65386676355,2025-08-06 12:10:40.466082,2025-08-06 12:11:42.276075,0 days 00:01:01.809993,6,11,14,36,26,70,134,27,27,COMPLETE
188,1781.3608416962045,2025-08-06 12:10:47.682413,2025-08-06 12:11:48.680792,0 days 00:01:00.998379,52,11,15,35,25,70,134,10,27,COMPLETE
189,327066.69946986577,2025-08-06 12:10:50.438613,2025-08-06 12:11:49.109988,0 days 00:00:58.671375,6,12,16,36,25,70,135,10,27,COMPLETE
190,58320.60908508097,2025-08-06 12:11:01.262355,2025-08-06 12:12:01.388608,0 days 00:01:00.126253,6,12,16,36,25,70,134,34,27,COMPLETE
191,44512.85717130822,2025-08-06 12:11:42.277410,2025-08-06 12:12:40.580055,0 days 00:00:58.302645,6,10,14,36,25,70,137,33,27,COMPLETE
192,42822.70210483219,2025-08-06 12:11:48.721843,2025-08-06 12:12:47.872663,0 days 00:00:59.150820,6,10,14,36,26,70,138,36,24,COMPLETE
193,23943.857873601504,2025-08-06 12:11:49.133310,2025-08-06 12:12:46.205594,0 days 00:00:57.072284,6,11,16,36,24,69,139,35,27,COMPLETE
194,54172.35956825814,2025-08-06 12:12:01.422632,2025-08-06 12:13:03.958779,0 days 00:01:02.536147,6,11,14,34,24,69,139,20,24,COMPLETE
195,22088.846583956612,2025-08-06 12:12:40.613450,2025-08-06 12:13:39.581186,0 days 00:00:58.967736,9,11,16,37,26,69,141,20,26,COMPLETE
196,29352.346414476084,2025-08-06 12:12:46.223406,2025-08-06 12:13:44.668695,0 days 00:00:58.445289,9,12,17,34,26,69,132,10,24,COMPLETE
197,121191.04256273534,2025-08-06 12:12:47.900695,2025-08-06 12:13:46.440765,0 days 00:00:58.540070,9,12,16,35,26,69,131,10,29,COMPLETE
198,121191.04256273534,2025-08-06 12:13:03.970723,2025-08-06 12:14:04.729668,0 days 00:01:00.758945,9,12,15,37,26,69,131,10,29,COMPLETE
199,39681.92378213376,2025-08-06 12:13:39.642052,2025-08-06 12:14:39.430522,0 days 00:00:59.788470,11,19,17,35,27,70,133,10,25,COMPLETE
200,961.7252580799553,2025-08-06 12:13:44.675241,2025-08-06 12:14:44.031140,0 days 00:00:59.355899,11,12,15,35,27,56,131,10,29,COMPLETE
201,1884.2901406359254,2025-08-06 12:13:46.458186,2025-08-06 12:14:44.234677,0 days 00:00:57.776491,11,11,15,38,27,56,125,27,29,COMPLETE
202,147330.1561700015,2025-08-06 12:14:04.741734,2025-08-06 12:15:06.740711,0 days 00:01:01.998977,5,11,15,38,27,70,123,26,25,COMPLETE
203,-inf,2025-08-06 12:14:39.463982,2025-08-06 12:15:41.752416,0 days 00:01:02.288434,5,8,15,38,28,35,124,27,28,COMPLETE
204,40676.95160408743,2025-08-06 12:14:44.059921,2025-08-06 12:15:39.839887,0 days 00:00:55.779966,5,11,5,38,28,70,146,26,28,COMPLETE
205,-inf,2025-08-06 12:14:44.241233,2025-08-06 12:15:42.358562,0 days 00:00:58.117329,5,13,5,37,28,35,147,17,28,COMPLETE
206,198183.38389611003,2025-08-06 12:15:06.747147,2025-08-06 12:16:08.022855,0 days 00:01:01.275708,5,10,14,38,28,70,121,19,26,COMPLETE
207,127199.14777310881,2025-08-06 12:15:39.856853,2025-08-06 12:16:38.523146,0 days 00:00:58.666293,7,10,14,37,28,70,121,19,22,COMPLETE
208,66761.27222494721,2025-08-06 12:15:41.766738,2025-08-06 12:16:39.938748,0 days 00:00:58.172010,7,10,16,37,25,68,121,19,26,COMPLETE
209,84408.37452572197,2025-08-06 12:15:42.365211,2025-08-06 12:16:40.710119,0 days 00:00:58.344908,7,10,14,36,27,70,121,19,26,COMPLETE
210,105244.1534103176,2025-08-06 12:16:08.029347,2025-08-06 12:17:10.600211,0 days 00:01:02.570864,7,10,14,38,27,68,113,21,26,COMPLETE
211,109223.7023979433,2025-08-06 12:16:38.555513,2025-08-06 12:17:35.313856,0 days 00:00:56.758343,7,10,13,37,27,68,113,22,26,COMPLETE
212,131791.65616207517,2025-08-06 12:16:39.956125,2025-08-06 12:17:38.009183,0 days 00:00:58.053058,5,10,14,38,27,68,127,23,25,COMPLETE
213,-inf,2025-08-06 12:16:40.718090,2025-08-06 12:17:39.571999,0 days 00:00:58.853909,5,11,14,38,27,31,111,23,25,COMPLETE
214,70836.80407461511,2025-08-06 12:17:10.617330,2025-08-06 12:18:11.165702,0 days 00:01:00.548372,5,11,15,36,15,70,127,15,25,COMPLETE
215,281842.10579751316,2025-08-06 12:17:35.325822,2025-08-06 12:18:29.945776,0 days 00:00:54.619954,5,11,15,36,28,70,127,16,27,COMPLETE
216,416546.9537877977,2025-08-06 12:17:38.015403,2025-08-06 12:18:35.650944,0 days 00:00:57.635541,5,11,13,38,28,70,127,15,25,COMPLETE
217,410852.50994890707,2025-08-06 12:17:39.573213,2025-08-06 12:18:38.574549,0 days 00:00:59.001336,5,11,14,39,28,69,127,15,27,COMPLETE
218,120255.29580656397,2025-08-06 12:18:11.171875,2025-08-06 12:19:08.773843,0 days 00:00:57.601968,5,9,14,40,28,69,127,28,27,COMPLETE
219,105701.75739285571,2025-08-06 12:18:30.055031,2025-08-06 12:19:26.878556,0 days 00:00:56.823525,5,11,14,37,28,69,127,27,27,COMPLETE
220,47605.44175686709,2025-08-06 12:18:35.657714,2025-08-06 12:19:37.130632,0 days 00:01:01.472918,5,5,13,37,28,70,127,77,27,COMPLETE
221,314865.4513746963,2025-08-06 12:18:38.581122,2025-08-06 12:19:38.828043,0 days 00:01:00.246921,5,11,13,39,28,69,118,14,27,COMPLETE
222,63566.985320137195,2025-08-06 12:19:08.806806,2025-08-06 12:20:09.376660,0 days 00:01:00.569854,8,11,13,39,28,69,118,15,23,COMPLETE
223,66019.18677374134,2025-08-06 12:19:26.884987,2025-08-06 12:20:22.261071,0 days 00:00:55.376084,8,11,13,39,28,70,119,14,28,COMPLETE
224,383530.53612639575,2025-08-06 12:19:37.184449,2025-08-06 12:20:35.911642,0 days 00:00:58.727193,7,11,13,39,28,70,118,15,28,COMPLETE
225,71889.04987812306,2025-08-06 12:19:38.846667,2025-08-06 12:20:37.603875,0 days 00:00:58.757208,8,11,13,39,28,69,118,15,28,COMPLETE
226,178101.27564187744,2025-08-06 12:20:09.388180,2025-08-06 12:21:10.238755,0 days 00:01:00.850575,7,11,13,39,19,70,119,15,28,COMPLETE
227,-inf,2025-08-06 12:20:22.262257,2025-08-06 12:21:19.394278,0 days 00:00:57.132021,42,11,13,27,28,52,122,15,28,COMPLETE
228,121886.23957270898,2025-08-06 12:20:35.913116,2025-08-06 12:21:35.711535,0 days 00:00:59.798419,7,11,13,29,19,69,115,15,28,COMPLETE
229,134843.56472457535,2025-08-06 12:20:37.658979,2025-08-06 12:21:35.047234,0 days 00:00:57.388255,7,11,13,38,29,70,123,16,29,COMPLETE
230,28983.867419642935,2025-08-06 12:21:10.320737,2025-08-06 12:22:11.603773,0 days 00:01:01.283036,7,11,13,40,20,69,115,98,29,COMPLETE
231,74147.39535513423,2025-08-06 12:21:19.405864,2025-08-06 12:22:21.225258,0 days 00:01:01.819394,7,8,13,39,16,69,115,10,29,COMPLETE
232,94761.06641662287,2025-08-06 12:21:35.054228,2025-08-06 12:22:31.293801,0 days 00:00:56.239573,7,8,12,40,16,69,114,10,29,COMPLETE
233,89746.43281246089,2025-08-06 12:21:35.718177,2025-08-06 12:22:34.543267,0 days 00:00:58.825090,9,8,13,40,21,68,107,11,30,COMPLETE
234,531301.3209034083,2025-08-06 12:22:11.620856,2025-08-06 12:23:13.247488,0 days 00:01:01.626632,5,8,12,39,21,70,124,10,26,COMPLETE
235,968097.6856203249,2025-08-06 12:22:21.231799,2025-08-06 12:23:22.400682,0 days 00:01:01.168883,5,11,13,40,29,70,124,10,26,COMPLETE
236,36800.49917180257,2025-08-06 12:22:31.305521,2025-08-06 12:23:29.128629,0 days 00:00:57.823108,5,11,12,38,13,70,124,20,26,COMPLETE
237,189556.8292180683,2025-08-06 12:22:34.560535,2025-08-06 12:23:32.612553,0 days 00:00:58.052018,5,12,13,38,29,70,123,21,26,COMPLETE
238,245294.44383576166,2025-08-06 12:23:13.275535,2025-08-06 12:24:12.861083,0 days 00:00:59.585548,5,8,12,39,29,70,120,18,26,COMPLETE
239,107554.40038190583,2025-08-06 12:23:22.475120,2025-08-06 12:24:20.935970,0 days 00:00:58.460850,5,12,12,40,19,70,125,20,27,COMPLETE
240,107421.50103478861,2025-08-06 12:23:29.151063,2025-08-06 12:24:27.412525,0 days 00:00:58.261462,5,12,13,40,29,70,129,18,27,COMPLETE
241,57811.1780036073,2025-08-06 12:23:32.667363,2025-08-06 12:24:30.115386,0 days 00:00:57.448023,5,12,13,41,29,70,130,19,27,COMPLETE
242,65949.54608250086,2025-08-06 12:24:12.893791,2025-08-06 12:25:13.286708,0 days 00:01:00.392917,5,12,12,41,29,70,129,20,27,COMPLETE
243,68842.24663937565,2025-08-06 12:24:21.030550,2025-08-06 12:25:22.806113,0 days 00:01:01.775563,5,12,11,41,29,70,130,21,27,COMPLETE
244,236063.43372740608,2025-08-06 12:24:27.452256,2025-08-06 12:25:27.867530,0 days 00:01:00.415274,6,11,12,39,29,70,119,16,28,COMPLETE
245,192984.58190178097,2025-08-06 12:24:30.121853,2025-08-06 12:25:29.679729,0 days 00:00:59.557876,6,11,11,39,22,70,199,15,28,COMPLETE
246,355330.7925128017,2025-08-06 12:25:13.319749,2025-08-06 12:26:11.713915,0 days 00:00:58.394166,6,11,12,38,28,69,119,15,26,COMPLETE
247,106431.97194633815,2025-08-06 12:25:22.946940,2025-08-06 12:26:19.813278,0 days 00:00:56.866338,6,11,13,39,28,69,198,15,24,COMPLETE
248,291213.8557516789,2025-08-06 12:25:27.891502,2025-08-06 12:26:26.019209,0 days 00:00:58.127707,6,11,12,39,28,69,120,15,24,COMPLETE
249,109065.94852198332,2025-08-06 12:25:29.697892,2025-08-06 12:26:29.521567,0 days 00:00:59.823675,6,6,11,39,22,69,118,14,31,COMPLETE
250,11726.281828126937,2025-08-06 12:26:11.742292,2025-08-06 12:27:13.438323,0 days 00:01:01.696031,26,11,12,39,23,69,125,15,31,COMPLETE
251,2077.938480894863,2025-08-06 12:26:19.892882,2025-08-06 12:27:18.388305,0 days 00:00:58.495423,26,11,12,39,22,69,232,10,31,COMPLETE
252,185531.68259639584,2025-08-06 12:26:26.057046,2025-08-06 12:27:26.107165,0 days 00:01:00.050119,8,6,12,39,28,69,120,10,31,COMPLETE
253,88627.50265352182,2025-08-06 12:26:29.538411,2025-08-06 12:27:29.756354,0 days 00:01:00.217943,8,11,12,40,28,68,122,10,25,COMPLETE
254,111023.08382722727,2025-08-06 12:27:13.596389,2025-08-06 12:28:12.775759,0 days 00:00:59.179370,8,11,12,40,28,68,121,11,25,COMPLETE
255,109494.18835407008,2025-08-06 12:27:18.405683,2025-08-06 12:28:16.120462,0 days 00:00:57.714779,8,10,12,40,28,68,110,10,26,COMPLETE
256,1744.169982074313,2025-08-06 12:27:26.182695,2025-08-06 12:28:26.522554,0 days 00:01:00.339859,69,10,12,40,28,68,111,16,25,COMPLETE
257,63680.060813948534,2025-08-06 12:27:29.762974,2025-08-06 12:28:30.187195,0 days 00:01:00.424221,6,10,12,38,28,68,111,16,26,COMPLETE
258,44224.16579635275,2025-08-06 12:28:12.878295,2025-08-06 12:29:14.597389,0 days 00:01:01.719094,6,10,12,37,29,68,111,21,26,COMPLETE
259,38758.75231184172,2025-08-06 12:28:16.132647,2025-08-06 12:29:13.855712,0 days 00:00:57.723065,6,11,11,37,29,59,126,22,29,COMPLETE
260,257513.58581568027,2025-08-06 12:28:26.534730,2025-08-06 12:29:25.362980,0 days 00:00:58.828250,6,11,11,37,29,70,126,22,28,COMPLETE
261,-inf,2025-08-06 12:28:30.199565,2025-08-06 12:29:29.262458,0 days 00:00:59.062893,6,11,16,37,29,47,125,22,28,COMPLETE
262,91551.15761683225,2025-08-06 12:29:13.957412,2025-08-06 12:30:15.962275,0 days 00:01:02.004863,7,8,16,37,29,70,126,22,28,COMPLETE
263,12108.527219369542,2025-08-06 12:29:14.615721,2025-08-06 12:30:17.527019,0 days 00:01:02.911298,9,7,16,38,28,70,126,31,28,COMPLETE
264,22883.24407056427,2025-08-06 12:29:25.600636,2025-08-06 12:30:23.364798,0 days 00:00:57.764162,9,11,11,37,30,69,130,30,28,COMPLETE
265,40336.42374815075,2025-08-06 12:29:29.268651,2025-08-06 12:30:27.562219,0 days 00:00:58.293568,9,15,12,36,30,69,131,29,30,COMPLETE
266,71230.62249596814,2025-08-06 12:30:15.989546,2025-08-06 12:31:13.930506,0 days 00:00:57.940960,9,7,12,42,30,69,131,31,29,COMPLETE
267,36654.93395130028,2025-08-06 12:30:17.590775,2025-08-06 12:31:19.482311,0 days 00:01:01.891536,9,15,11,42,30,69,133,16,30,COMPLETE
268,218237.41546867974,2025-08-06 12:30:23.397472,2025-08-06 12:31:25.309680,0 days 00:01:01.912208,7,15,11,42,29,69,134,17,30,COMPLETE
269,232284.91949110973,2025-08-06 12:30:27.589167,2025-08-06 12:31:28.370122,0 days 00:01:00.780955,7,11,10,42,29,69,117,16,29,COMPLETE
270,405454.04808742716,2025-08-06 12:31:13.931410,2025-08-06 12:32:15.833718,0 days 00:01:01.902308,7,11,5,41,29,70,117,15,27,COMPLETE
271,-inf,2025-08-06 12:31:19.504111,2025-08-06 12:32:18.647677,0 days 00:00:59.143566,7,5,5,38,29,42,32,15,27,COMPLETE
272,394515.86233962205,2025-08-06 12:31:25.316213,2025-08-06 12:32:21.266262,0 days 00:00:55.950049,7,19,10,41,29,70,117,15,29,COMPLETE
273,197194.50728357316,2025-08-06 12:31:28.430215,2025-08-06 12:32:26.834919,0 days 00:00:58.404704,5,11,10,39,29,70,116,16,27,COMPLETE
274,738415.6204586717,2025-08-06 12:32:15.840516,2025-08-06 12:33:17.658947,0 days 00:01:01.818431,7,11,5,41,29,70,117,10,27,COMPLETE
275,339996.76934990374,2025-08-06 12:32:18.677408,2025-08-06 12:33:20.427321,0 days 00:01:01.749913,5,11,10,41,29,70,116,10,27,COMPLETE
276,133151.7754308838,2025-08-06 12:32:21.311778,2025-08-06 12:33:21.641640,0 days 00:01:00.329862,5,8,11,41,29,70,118,25,27,COMPLETE
277,149175.32100392834,2025-08-06 12:32:26.917689,2025-08-06 12:33:27.195019,0 days 00:01:00.277330,7,19,5,40,28,70,117,24,27,COMPLETE
278,155485.47208532624,2025-08-06 12:33:17.723803,2025-08-06 12:34:13.544403,0 days 00:00:55.820600,10,19,5,41,28,70,117,10,26,COMPLETE
279,135943.23614810072,2025-08-06 12:33:20.449970,2025-08-06 12:34:19.629075,0 days 00:00:59.179105,10,19,10,41,28,70,107,10,27,COMPLETE
280,175146.2969260505,2025-08-06 12:33:21.659284,2025-08-06 12:34:20.289507,0 days 00:00:58.630223,10,19,5,41,28,70,114,10,23,COMPLETE
281,342.1423846481056,2025-08-06 12:33:27.248554,2025-08-06 12:34:31.333814,0 days 00:01:04.085260,76,18,10,41,28,69,106,11,24,COMPLETE
282,2487.671884043183,2025-08-06 12:34:13.561758,2025-08-06 12:35:17.856762,0 days 00:01:04.295004,78,19,5,40,28,69,107,10,23,COMPLETE
283,94315.22639416523,2025-08-06 12:34:19.635758,2025-08-06 12:35:20.069197,0 days 00:01:00.433439,8,19,10,43,27,69,99,10,25,COMPLETE
284,62454.62098048774,2025-08-06 12:34:20.299848,2025-08-06 12:35:19.069854,0 days 00:00:58.770006,8,11,5,42,27,68,105,10,25,COMPLETE
285,85150.57402771107,2025-08-06 12:34:31.340417,2025-08-06 12:35:32.568466,0 days 00:01:01.228049,8,11,5,41,27,68,123,10,29,COMPLETE
286,14596.365927706023,2025-08-06 12:35:17.889060,2025-08-06 12:36:17.113312,0 days 00:00:59.224252,8,11,5,42,27,67,123,20,25,COMPLETE
287,79815.83446057024,2025-08-06 12:35:19.072179,2025-08-06 12:36:18.945697,0 days 00:00:59.873518,7,20,5,43,30,68,122,20,29,COMPLETE
288,79570.2072084891,2025-08-06 12:35:20.113019,2025-08-06 12:36:18.130040,0 days 00:00:58.017021,7,11,5,41,30,67,123,20,29,COMPLETE
289,76808.47130164293,2025-08-06 12:35:32.703308,2025-08-06 12:36:34.858023,0 days 00:01:02.154715,5,11,9,36,30,67,113,67,28,COMPLETE
290,158973.89933765438,2025-08-06 12:36:17.119888,2025-08-06 12:37:19.312715,0 days 00:01:02.192827,5,18,16,36,30,70,113,24,28,COMPLETE
291,5860.280673559425,2025-08-06 12:36:18.136287,2025-08-06 12:37:17.782774,0 days 00:00:59.646487,29,18,16,36,29,69,115,24,28,COMPLETE
292,252284.55916787914,2025-08-06 12:36:18.959168,2025-08-06 12:37:16.712599,0 days 00:00:57.753431,5,11,16,40,29,70,114,15,28,COMPLETE
293,192827.23675177814,2025-08-06 12:36:34.864317,2025-08-06 12:37:33.215467,0 days 00:00:58.351150,5,18,16,40,29,69,113,16,27,COMPLETE
294,61289.70559060558,2025-08-06 12:37:16.772174,2025-08-06 12:38:15.945367,0 days 00:00:59.173193,6,10,13,36,28,69,127,132,27,COMPLETE
295,410843.6724504943,2025-08-06 12:37:17.789351,2025-08-06 12:38:17.173915,0 days 00:00:59.384564,6,10,13,38,28,70,126,16,26,COMPLETE
296,103551.25907268374,2025-08-06 12:37:19.341711,2025-08-06 12:38:17.453767,0 days 00:00:58.112056,7,10,13,21,28,69,136,16,26,COMPLETE
297,2288.358425947441,2025-08-06 12:37:33.227136,2025-08-06 12:38:32.400861,0 days 00:00:59.173725,32,10,13,38,28,70,126,16,26,COMPLETE
298,127874.16310212828,2025-08-06 12:38:15.952005,2025-08-06 12:39:16.399610,0 days 00:01:00.447605,7,11,13,38,28,70,122,17,26,COMPLETE
299,221241.2152559686,2025-08-06 12:38:17.185657,2025-08-06 12:39:16.223578,0 days 00:00:59.037921,7,12,13,38,28,70,119,17,26,COMPLETE
300,355558.89081425883,2025-08-06 12:38:17.465996,2025-08-06 12:39:17.946527,0 days 00:01:00.480531,7,12,13,38,27,70,118,15,26,COMPLETE
301,109406.50561660746,2025-08-06 12:38:32.437492,2025-08-06 12:39:31.007552,0 days 00:00:58.570060,9,12,13,38,27,70,118,15,24,COMPLETE
302,10957.762574900782,2025-08-06 12:39:16.230249,2025-08-06 12:40:15.616730,0 days 00:00:59.386481,9,11,6,39,27,68,120,26,24,COMPLETE
303,3413.000355149877,2025-08-06 12:39:16.449387,2025-08-06 12:40:12.596221,0 days 00:00:56.146834,46,9,6,40,27,68,131,10,24,COMPLETE
304,14959.136720688915,2025-08-06 12:39:17.958536,2025-08-06 12:40:14.163325,0 days 00:00:56.204789,9,12,13,39,27,68,119,26,24,COMPLETE
305,-371.90210559316245,2025-08-06 12:39:31.050412,2025-08-06 12:40:33.976822,0 days 00:01:02.926410,54,12,13,39,27,68,120,27,25,COMPLETE
306,23381.44215569877,2025-08-06 12:40:12.616939,2025-08-06 12:41:09.869245,0 days 00:00:57.252306,10,14,13,39,27,69,121,26,25,COMPLETE
307,5522.338597093173,2025-08-06 12:40:14.207304,2025-08-06 12:41:10.510064,0 days 00:00:56.302760,10,12,13,37,21,69,122,25,25,COMPLETE
308,34605.04562538857,2025-08-06 12:40:15.664148,2025-08-06 12:41:12.189661,0 days 00:00:56.525513,7,13,13,37,28,69,110,21,25,COMPLETE
309,72784.45489154337,2025-08-06 12:40:33.994328,2025-08-06 12:41:37.257910,0 days 00:01:03.263582,6,8,14,37,28,69,109,21,27,COMPLETE
310,164730.40455957677,2025-08-06 12:41:09.891940,2025-08-06 12:42:08.004305,0 days 00:00:58.112365,7,8,14,37,28,69,109,10,27,COMPLETE
311,243942.9254840571,2025-08-06 12:41:10.544528,2025-08-06 12:42:10.322497,0 days 00:00:59.777969,6,8,14,38,28,70,130,15,27,COMPLETE
312,459263.40869138896,2025-08-06 12:41:12.199634,2025-08-06 12:42:12.898342,0 days 00:01:00.698708,5,7,14,38,28,70,129,10,27,COMPLETE
313,43821.82166042855,2025-08-06 12:41:37.324125,2025-08-06 12:42:37.277634,0 days 00:00:59.953509,5,7,15,38,18,70,130,16,27,COMPLETE
314,4518.777491338235,2025-08-06 12:42:08.037019,2025-08-06 12:43:05.740476,0 days 00:00:57.703457,5,7,15,38,29,54,127,15,26,COMPLETE
315,772615.2431323034,2025-08-06 12:42:10.361750,2025-08-06 12:43:07.731668,0 days 00:00:57.369918,5,7,15,38,29,70,127,10,26,COMPLETE
316,435834.9929720535,2025-08-06 12:42:12.906289,2025-08-06 12:43:12.448595,0 days 00:00:59.542306,5,7,13,38,29,70,133,10,21,COMPLETE
317,12728.830008355988,2025-08-06 12:42:37.331980,2025-08-06 12:43:37.611696,0 days 00:01:00.279716,8,7,17,38,29,61,136,10,21,COMPLETE
318,173813.03244547223,2025-08-06 12:43:05.784036,2025-08-06 12:44:02.254768,0 days 00:00:56.470732,8,7,13,40,27,70,135,14,30,COMPLETE
319,267883.010826354,2025-08-06 12:43:07.744252,2025-08-06 12:44:06.606839,0 days 00:00:58.862587,8,6,14,38,29,70,135,10,30,COMPLETE
320,-inf,2025-08-06 12:43:12.482064,2025-08-06 12:44:13.244898,0 days 00:01:00.762834,8,6,14,38,29,33,135,11,22,COMPLETE
321,2308.945336241022,2025-08-06 12:43:37.618222,2025-08-06 12:44:37.142492,0 days 00:00:59.524270,8,7,13,38,8,70,139,10,30,COMPLETE
322,160550.83244230074,2025-08-06 12:44:02.283456,2025-08-06 12:44:59.502748,0 days 00:00:57.219292,7,6,14,38,29,70,137,10,26,COMPLETE
323,13389.163892368595,2025-08-06 12:44:06.619348,2025-08-06 12:45:01.991902,0 days 00:00:55.372554,5,7,14,37,8,70,125,10,19,COMPLETE
324,50545.57336399194,2025-08-06 12:44:13.256306,2025-08-06 12:45:11.742129,0 days 00:00:58.485823,5,7,13,37,30,70,142,21,18,COMPLETE
325,216866.4531859487,2025-08-06 12:44:37.206897,2025-08-06 12:45:36.484003,0 days 00:00:59.277106,5,7,14,37,29,69,125,21,17,COMPLETE
326,178526.22324938967,2025-08-06 12:44:59.536117,2025-08-06 12:45:59.183546,0 days 00:00:59.647429,5,7,13,37,30,68,125,20,18,COMPLETE
327,36919.92544067312,2025-08-06 12:45:02.046375,2025-08-06 12:46:00.911071,0 days 00:00:58.864696,11,7,13,39,30,68,116,20,26,COMPLETE
328,49820.06278585066,2025-08-06 12:45:11.754527,2025-08-06 12:46:11.819940,0 days 00:01:00.065413,6,7,13,39,30,68,115,33,26,COMPLETE
329,33820.72166148682,2025-08-06 12:45:36.527721,2025-08-06 12:46:35.691513,0 days 00:00:59.163792,11,7,13,39,30,68,115,31,26,COMPLETE
330,43183.595720801386,2025-08-06 12:45:59.192524,2025-08-06 12:46:59.749574,0 days 00:01:00.557050,11,16,15,39,29,69,115,33,26,COMPLETE
331,167.9554419786288,2025-08-06 12:46:00.941476,2025-08-06 12:46:59.316563,0 days 00:00:58.375087,38,7,15,39,29,69,131,149,29,COMPLETE
332,252903.9619830956,2025-08-06 12:46:11.852667,2025-08-06 12:47:13.395340,0 days 00:01:01.542673,7,6,16,35,29,69,130,16,29,COMPLETE
333,115314.87432039941,2025-08-06 12:46:35.719278,2025-08-06 12:47:31.313935,0 days 00:00:55.594657,7,16,15,35,29,69,131,16,29,COMPLETE
334,189726.68156917676,2025-08-06 12:46:59.344278,2025-08-06 12:47:59.549273,0 days 00:01:00.204995,7,6,16,35,27,69,130,18,28,COMPLETE
335,196535.71397385234,2025-08-06 12:46:59.768927,2025-08-06 12:47:58.906088,0 days 00:00:59.137161,7,6,16,36,27,70,130,16,21,COMPLETE
336,153691.3146693108,2025-08-06 12:47:13.407535,2025-08-06 12:48:13.790028,0 days 00:01:00.382493,7,20,16,36,27,70,129,16,21,COMPLETE
337,12859.712774812913,2025-08-06 12:47:31.394067,2025-08-06 12:48:32.486337,0 days 00:01:01.092270,9,8,8,25,27,67,123,20,28,COMPLETE
338,2520.6009458882763,2025-08-06 12:47:58.944127,2025-08-06 12:48:56.938160,0 days 00:00:57.994033,9,10,9,38,28,67,123,172,27,COMPLETE
339,2814.2885605594583,2025-08-06 12:47:59.579418,2025-08-06 12:48:57.525001,0 days 00:00:57.945583,9,13,13,40,28,67,123,280,20,COMPLETE
340,75808.31838480812,2025-08-06 12:48:13.866701,2025-08-06 12:49:14.438141,0 days 00:01:00.571440,9,8,13,40,28,70,124,10,27,COMPLETE
341,170722.2747366211,2025-08-06 12:48:32.503570,2025-08-06 12:49:33.361125,0 days 00:01:00.857555,5,17,13,40,28,70,123,26,27,COMPLETE
342,-inf,2025-08-06 12:48:56.965639,2025-08-06 12:49:54.189285,0 days 00:00:57.223646,5,9,17,40,28,48,118,10,27,COMPLETE
343,486546.2386466599,2025-08-06 12:48:57.544028,2025-08-06 12:49:57.322572,0 days 00:00:59.778544,5,12,14,37,28,70,118,10,27,COMPLETE
344,20739.4754850694,2025-08-06 12:49:14.486285,2025-08-06 12:50:12.181481,0 days 00:00:57.695196,5,9,14,37,26,70,118,232,27,COMPLETE
345,78412.09799454948,2025-08-06 12:49:33.424064,2025-08-06 12:50:33.829541,0 days 00:01:00.405477,6,9,17,37,26,70,44,10,28,COMPLETE
346,52148.4432630695,2025-08-06 12:49:54.276911,2025-08-06 12:50:53.109972,0 days 00:00:58.833061,6,12,14,37,26,69,118,21,28,COMPLETE
347,32996.82134156651,2025-08-06 12:49:57.361000,2025-08-06 12:50:55.596554,0 days 00:00:58.235554,6,12,20,37,26,70,113,84,25,COMPLETE
