number,value,datetime_start,datetime_complete,duration,params_macd_fast,params_macd_signal,params_macd_slow,params_volume_sma,params_volume_spike_ratio,state
703,15326.111890772894,2025-07-31 22:28:01.898326,2025-07-31 22:36:37.497621,0 days 00:08:35.599295,20,7,30,43,2.697903561016129,COMPLETE
704,16813.567719861934,2025-07-31 22:28:01.958676,2025-07-31 22:34:53.001242,0 days 00:06:51.042566,19,7,30,44,2.69366296464655,COMPLETE
705,15326.111890772894,2025-07-31 22:28:02.015916,2025-07-31 22:34:55.464516,0 days 00:06:53.448600,20,7,30,44,2.6994005579662317,COMPLETE
706,7036.815402038072,2025-07-31 22:28:02.089949,2025-07-31 22:34:56.516881,0 days 00:06:54.426932,20,7,29,45,2.723548440211657,COMPLETE
707,7036.815402038072,2025-07-31 22:28:02.154427,2025-07-31 22:35:51.422332,0 days 00:07:49.267905,20,7,29,44,2.6918282762637054,COMPLETE
708,15326.111890772894,2025-07-31 22:28:02.263321,2025-07-31 22:35:51.521016,0 days 00:07:49.257695,20,7,30,44,2.7176109988204615,COMPLETE
709,15326.111890772894,2025-07-31 22:28:02.325953,2025-07-31 22:34:11.092796,0 days 00:06:08.766843,20,7,30,44,2.7050245486533298,COMPLETE
710,7036.815402038072,2025-07-31 22:28:02.418134,2025-07-31 22:35:51.473650,0 days 00:07:49.055516,20,7,29,44,2.6760962375818607,COMPLETE
711,15326.111890772894,2025-07-31 22:28:02.451224,2025-07-31 22:35:00.703991,0 days 00:06:58.252767,20,7,30,45,2.6999752939723494,COMPLETE
712,15326.111890772894,2025-07-31 22:28:02.460106,2025-07-31 22:34:12.191861,0 days 00:06:09.731755,20,7,30,33,2.6785884259961477,COMPLETE
713,15326.111890772894,2025-07-31 22:28:02.476153,2025-07-31 22:37:20.397148,0 days 00:09:17.920995,20,7,30,45,2.710485013420536,COMPLETE
714,15326.111890772894,2025-07-31 22:28:02.484328,2025-07-31 22:35:55.719359,0 days 00:07:53.235031,20,7,30,44,2.6761561289007707,COMPLETE
715,15326.111890772894,2025-07-31 22:28:02.539220,2025-07-31 22:35:54.905648,0 days 00:07:52.366428,20,7,30,44,2.683068082136462,COMPLETE
716,7036.815402038072,2025-07-31 22:28:02.568661,2025-07-31 22:37:23.512600,0 days 00:09:20.943939,20,7,29,45,2.675691362384372,COMPLETE
717,15326.111890772894,2025-07-31 22:28:02.589107,2025-07-31 22:35:55.785009,0 days 00:07:53.195902,20,7,30,45,2.6395709110936028,COMPLETE
718,15326.111890772894,2025-07-31 22:28:02.603474,2025-07-31 22:36:43.396087,0 days 00:08:40.792613,20,7,30,44,2.6973590431789543,COMPLETE
719,15326.111890772894,2025-07-31 22:28:02.612753,2025-07-31 22:35:04.221894,0 days 00:07:01.609141,20,7,30,44,2.6714507735964563,COMPLETE
720,15326.111890772894,2025-07-31 22:28:02.617347,2025-07-31 22:33:25.437261,0 days 00:05:22.819914,20,7,30,44,2.7043103514960745,COMPLETE
721,9108.676871189991,2025-07-31 22:28:02.618579,2025-07-31 22:34:16.935997,0 days 00:06:14.317418,20,7,32,45,2.671580727381875,COMPLETE
722,15326.111890772894,2025-07-31 22:28:02.621038,2025-07-31 22:34:16.898138,0 days 00:06:14.277100,20,7,30,43,2.6455821480936814,COMPLETE
723,7036.815402038072,2025-07-31 22:28:02.622938,2025-07-31 22:35:59.563142,0 days 00:07:56.940204,20,7,29,45,2.6782393883024826,COMPLETE
724,6151.353827940141,2025-07-31 22:28:02.636410,2025-07-31 22:36:49.933739,0 days 00:08:47.297329,20,8,30,44,2.68708806850801,COMPLETE
725,15326.111890772894,2025-07-31 22:28:02.637117,2025-07-31 22:34:18.833014,0 days 00:06:16.195897,20,7,30,44,2.6626633873793475,COMPLETE
726,16813.567719861934,2025-07-31 22:28:02.639354,2025-07-31 22:36:05.061587,0 days 00:08:02.422233,19,7,30,44,2.745100027581478,COMPLETE
727,15326.111890772894,2025-07-31 22:28:02.708725,2025-07-31 22:35:11.104431,0 days 00:07:08.395706,20,7,30,44,2.681193427059096,COMPLETE
728,15326.111890772894,2025-07-31 22:28:02.732892,2025-07-31 22:34:17.753603,0 days 00:06:15.020711,20,7,30,44,2.70398473545489,COMPLETE
729,10118.249234851046,2025-07-31 22:28:02.761339,2025-07-31 22:33:45.050843,0 days 00:05:42.289504,20,7,31,43,2.6992852906473024,COMPLETE
730,7036.815402038072,2025-07-31 22:28:02.768990,2025-07-31 22:34:18.668326,0 days 00:06:15.899336,20,7,29,44,2.6925293205236858,COMPLETE
731,15326.111890772894,2025-07-31 22:28:02.786339,2025-07-31 22:36:14.305412,0 days 00:08:11.519073,20,7,30,44,2.646810220081062,COMPLETE
732,15326.111890772894,2025-07-31 22:28:02.841589,2025-07-31 22:35:12.149782,0 days 00:07:09.308193,20,7,30,44,2.6947468171433746,COMPLETE
733,7036.815402038072,2025-07-31 22:28:02.844326,2025-07-31 22:34:17.298938,0 days 00:06:14.454612,20,7,29,43,2.6911279710659115,COMPLETE
734,15326.111890772894,2025-07-31 22:28:02.851557,2025-07-31 22:37:01.050577,0 days 00:08:58.199020,20,7,30,44,2.693984964289764,COMPLETE
735,15326.111890772894,2025-07-31 22:28:02.883447,2025-07-31 22:36:09.412071,0 days 00:08:06.528624,20,7,30,44,2.6785083920167043,COMPLETE
736,15326.111890772894,2025-07-31 22:28:02.895810,2025-07-31 22:34:22.876163,0 days 00:06:19.980353,20,7,30,44,2.7045355561633566,COMPLETE
737,14051.398171005372,2025-07-31 22:28:02.920737,2025-07-31 22:33:48.557068,0 days 00:05:45.636331,19,7,29,44,2.722033817634702,COMPLETE
738,7036.815402038072,2025-07-31 22:28:02.926563,2025-07-31 22:37:01.704243,0 days 00:08:58.777680,20,7,29,44,2.6965416365279675,COMPLETE
739,15326.111890772894,2025-07-31 22:28:02.949528,2025-07-31 22:36:11.456978,0 days 00:08:08.507450,20,7,30,44,2.6931111006944795,COMPLETE
740,15326.111890772894,2025-07-31 22:28:02.950406,2025-07-31 22:36:08.313082,0 days 00:08:05.362676,20,7,30,44,2.7075916406736185,COMPLETE
741,7036.815402038072,2025-07-31 22:28:02.962372,2025-07-31 22:35:16.742002,0 days 00:07:13.779630,20,7,29,45,2.689148597107611,COMPLETE
742,10118.249234851046,2025-07-31 22:28:02.963549,2025-07-31 22:33:06.402681,0 days 00:05:03.439132,20,7,31,44,2.6915788846566535,COMPLETE
743,7036.815402038072,2025-07-31 22:28:02.978542,2025-07-31 22:36:11.864743,0 days 00:08:08.886201,20,7,29,45,2.6469643572737196,COMPLETE
744,10118.249234851046,2025-07-31 22:28:02.979375,2025-07-31 22:35:17.560887,0 days 00:07:14.581512,20,7,31,44,2.696907800864101,COMPLETE
745,7036.815402038072,2025-07-31 22:28:03.050033,2025-07-31 22:35:22.862401,0 days 00:07:19.812368,20,7,29,44,2.685705128926609,COMPLETE
746,7036.815402038072,2025-07-31 22:28:03.056988,2025-07-31 22:34:25.657880,0 days 00:06:22.600892,20,7,29,44,2.6996712079628375,COMPLETE
747,15326.111890772894,2025-07-31 22:28:03.096650,2025-07-31 22:34:31.461109,0 days 00:06:28.364459,20,7,30,43,2.681957253517867,COMPLETE
748,7036.815402038072,2025-07-31 22:28:03.134977,2025-07-31 22:36:29.723501,0 days 00:08:26.588524,20,7,29,44,2.6640589204418275,COMPLETE
749,7036.815402038072,2025-07-31 22:28:03.151627,2025-07-31 22:37:09.740270,0 days 00:09:06.588643,20,7,29,45,2.7188155250327686,COMPLETE
750,17581.71880843981,2025-07-31 22:28:03.153922,2025-07-31 22:33:53.918319,0 days 00:05:50.764397,19,7,31,44,2.6944446288306296,COMPLETE
751,15326.111890772894,2025-07-31 22:28:03.158058,2025-07-31 22:36:22.968998,0 days 00:08:19.810940,20,7,30,43,2.691658150520438,COMPLETE
752,10118.249234851046,2025-07-31 22:28:03.188410,2025-07-31 22:36:24.859217,0 days 00:08:21.670807,20,7,31,44,2.6847591668342248,COMPLETE
753,16813.567719861934,2025-07-31 22:28:03.203257,2025-07-31 22:34:30.108357,0 days 00:06:26.905100,19,7,30,45,2.6813801581163754,COMPLETE
754,15326.111890772894,2025-07-31 22:28:03.232789,2025-07-31 22:35:31.263733,0 days 00:07:28.030944,20,7,30,44,2.692425475133368,COMPLETE
755,15326.111890772894,2025-07-31 22:28:03.253331,2025-07-31 22:37:14.812832,0 days 00:09:11.559501,20,7,30,45,2.701009928317587,COMPLETE
756,15326.111890772894,2025-07-31 22:28:03.260674,2025-07-31 22:35:26.124867,0 days 00:07:22.864193,20,7,30,44,2.731568319441395,COMPLETE
757,10118.249234851046,2025-07-31 22:28:03.279063,2025-07-31 22:36:24.852885,0 days 00:08:21.573822,20,7,31,43,2.6712526388511137,COMPLETE
758,9108.676871189991,2025-07-31 22:28:03.311711,2025-07-31 22:33:32.501375,0 days 00:05:29.189664,20,7,32,44,2.639227082945392,COMPLETE
759,15326.111890772894,2025-07-31 22:28:03.341147,2025-07-31 22:35:38.058171,0 days 00:07:34.717024,20,7,30,33,2.6999270295181006,COMPLETE
760,15326.111890772894,2025-07-31 22:28:03.353012,2025-07-31 22:34:35.659884,0 days 00:06:32.306872,20,7,30,43,2.6817287618351133,COMPLETE
761,15326.111890772894,2025-07-31 22:28:03.365508,2025-07-31 22:34:36.070921,0 days 00:06:32.705413,20,7,30,46,2.698086644792789,COMPLETE
762,15326.111890772894,2025-07-31 22:28:03.400307,2025-07-31 22:34:38.483809,0 days 00:06:35.083502,20,7,30,45,2.6843576438481076,COMPLETE
763,15326.111890772894,2025-07-31 22:28:03.411843,2025-07-31 22:37:09.422312,0 days 00:09:06.010469,20,7,30,44,2.6729278300292,COMPLETE
764,7036.815402038072,2025-07-31 22:28:03.416397,2025-07-31 22:34:38.261728,0 days 00:06:34.845331,20,7,29,43,2.659118247234968,COMPLETE
765,7036.815402038072,2025-07-31 22:28:03.423495,2025-07-31 22:35:29.032079,0 days 00:07:25.608584,20,7,29,45,2.6810484391617897,COMPLETE
766,15326.111890772894,2025-07-31 22:28:03.428186,2025-07-31 22:35:28.291910,0 days 00:07:24.863724,20,7,30,33,2.6234411830751165,COMPLETE
767,7036.815402038072,2025-07-31 22:28:03.489324,2025-07-31 22:33:57.287791,0 days 00:05:53.798467,20,7,29,44,2.619697891571465,COMPLETE
768,15326.111890772894,2025-07-31 22:28:03.496287,2025-07-31 22:36:36.052022,0 days 00:08:32.555735,20,7,30,44,2.6614311934989976,COMPLETE
769,7036.815402038072,2025-07-31 22:28:03.520098,2025-07-31 22:36:32.295888,0 days 00:08:28.775790,20,7,29,44,2.6573364154948935,COMPLETE
770,10118.249234851046,2025-07-31 22:28:03.568769,2025-07-31 22:36:29.821627,0 days 00:08:26.252858,20,7,31,44,2.651020074267553,COMPLETE
771,15326.111890772894,2025-07-31 22:28:03.576468,2025-07-31 22:36:30.203057,0 days 00:08:26.626589,20,7,30,33,2.671085634521565,COMPLETE
772,7036.815402038072,2025-07-31 22:28:03.693460,2025-07-31 22:34:38.682342,0 days 00:06:34.988882,20,7,29,44,2.6505401825699524,COMPLETE
773,6151.353827940141,2025-07-31 22:28:03.769021,2025-07-31 22:33:58.497526,0 days 00:05:54.728505,20,8,30,44,2.675090454658104,COMPLETE
774,15326.111890772894,2025-07-31 22:28:03.849206,2025-07-31 22:36:33.352898,0 days 00:08:29.503692,20,7,30,44,2.6491782452836974,COMPLETE
775,10118.249234851046,2025-07-31 22:28:03.850884,2025-07-31 22:36:32.694755,0 days 00:08:28.843871,20,7,31,45,2.66253164853313,COMPLETE
776,15326.111890772894,2025-07-31 22:28:03.890834,2025-07-31 22:36:37.100864,0 days 00:08:33.210030,20,7,30,44,2.656265279669652,COMPLETE
777,15326.111890772894,2025-07-31 22:28:03.919045,2025-07-31 22:37:32.862998,0 days 00:09:28.943953,20,7,30,44,2.6919375891355166,COMPLETE
778,15326.111890772894,2025-07-31 22:28:04.046660,2025-07-31 22:37:27.726728,0 days 00:09:23.680068,20,7,30,44,2.6593337437653255,COMPLETE
779,15326.111890772894,2025-07-31 22:28:04.047774,2025-07-31 22:35:39.010106,0 days 00:07:34.962332,20,7,30,33,2.678702816991972,COMPLETE
780,7036.815402038072,2025-07-31 22:28:04.124161,2025-07-31 22:34:40.451724,0 days 00:06:36.327563,20,7,29,33,2.716967888362304,COMPLETE
781,15326.111890772894,2025-07-31 22:28:04.187840,2025-07-31 22:35:36.853310,0 days 00:07:32.665470,20,7,30,33,2.661570194188003,COMPLETE
782,15326.111890772894,2025-07-31 22:28:04.206851,2025-07-31 22:34:01.915455,0 days 00:05:57.708604,20,7,30,45,2.6644745131268,COMPLETE
783,15326.111890772894,2025-07-31 22:28:04.299852,2025-07-31 22:35:39.096368,0 days 00:07:34.796516,20,7,30,43,2.682055403666446,COMPLETE
784,15326.111890772894,2025-07-31 22:28:04.304953,2025-07-31 22:34:45.552081,0 days 00:06:41.247128,20,7,30,44,2.6661794136119514,COMPLETE
785,7036.815402038072,2025-07-31 22:28:04.444910,2025-07-31 22:34:49.370175,0 days 00:06:44.925265,20,7,29,44,2.6335954881207506,COMPLETE
786,15326.111890772894,2025-07-31 22:28:04.597577,2025-07-31 22:34:45.909427,0 days 00:06:41.311850,20,7,30,44,2.6571989617419978,COMPLETE
787,15326.111890772894,2025-07-31 22:28:04.626630,2025-07-31 22:34:46.434365,0 days 00:06:41.807735,20,7,30,44,2.6721076363067104,COMPLETE
788,15326.111890772894,2025-07-31 22:28:04.668132,2025-07-31 22:36:40.205807,0 days 00:08:35.537675,20,7,30,33,2.6221100311922476,COMPLETE
789,7036.815402038072,2025-07-31 22:28:04.677997,2025-07-31 22:35:38.025113,0 days 00:07:33.347116,20,7,29,33,2.708795962114726,COMPLETE
790,15326.111890772894,2025-07-31 22:28:04.833880,2025-07-31 22:34:54.046621,0 days 00:06:49.212741,20,7,30,33,2.6810643967148575,COMPLETE
791,7036.815402038072,2025-07-31 22:28:04.902553,2025-07-31 22:34:56.774868,0 days 00:06:51.872315,20,7,29,44,2.6589784118717454,COMPLETE
792,7361.438066957988,2025-07-31 22:28:04.920172,2025-07-31 22:35:51.435705,0 days 00:07:46.515533,20,8,29,44,2.6794231358708673,COMPLETE
793,15326.111890772894,2025-07-31 22:28:04.961503,2025-07-31 22:37:21.272959,0 days 00:09:16.311456,20,7,30,43,2.096111576768728,COMPLETE
794,7036.815402038072,2025-07-31 22:28:05.001738,2025-07-31 22:37:33.904769,0 days 00:09:28.903031,20,7,29,44,2.66623613722131,COMPLETE
795,7036.815402038072,2025-07-31 22:28:05.025142,2025-07-31 22:35:49.608726,0 days 00:07:44.583584,20,7,29,44,2.6490984611202544,COMPLETE
796,7036.815402038072,2025-07-31 22:28:05.065055,2025-07-31 22:37:34.169069,0 days 00:09:29.104014,20,7,29,33,2.699693713249834,COMPLETE
797,15326.111890772894,2025-07-31 22:28:05.164422,2025-07-31 22:34:49.902695,0 days 00:06:44.738273,20,7,30,44,2.6502433688680105,COMPLETE
798,15326.111890772894,2025-07-31 22:28:05.307623,2025-07-31 22:34:56.874917,0 days 00:06:51.567294,20,7,30,44,2.7014204646725455,COMPLETE
799,4933.644614554902,2025-07-31 22:28:05.343289,2025-07-31 22:36:39.522252,0 days 00:08:34.178963,5,7,30,44,2.6584068805469476,COMPLETE
800,6151.353827940141,2025-07-31 22:28:05.456047,2025-07-31 22:36:47.917847,0 days 00:08:42.461800,20,8,30,45,2.650820006665286,COMPLETE
801,15326.111890772894,2025-07-31 22:28:05.728050,2025-07-31 22:37:16.870733,0 days 00:09:11.142683,20,7,30,33,2.694525494962625,COMPLETE
802,15326.111890772894,2025-07-31 22:28:05.827198,2025-07-31 22:34:59.387209,0 days 00:06:53.560011,20,7,30,33,2.654062718687802,COMPLETE
803,15326.111890772894,2025-07-31 22:28:05.985262,2025-07-31 22:35:56.967318,0 days 00:07:50.982056,20,7,30,33,2.670517200720412,COMPLETE
804,6151.353827940141,2025-07-31 22:28:06.035143,2025-07-31 22:35:54.584958,0 days 00:07:48.549815,20,8,30,43,2.6900610146921355,COMPLETE
805,10118.249234851046,2025-07-31 22:28:06.068530,2025-07-31 22:34:15.085211,0 days 00:06:09.016681,20,7,31,33,2.666901315991837,COMPLETE
806,9108.676871189991,2025-07-31 22:28:06.103238,2025-07-31 22:37:24.264680,0 days 00:09:18.161442,20,7,32,33,2.6396242372400627,COMPLETE
807,15326.111890772894,2025-07-31 22:28:06.233800,2025-07-31 22:35:56.107893,0 days 00:07:49.874093,20,7,30,33,2.672008716305344,COMPLETE
808,15326.111890772894,2025-07-31 22:28:06.256066,2025-07-31 22:35:01.392991,0 days 00:06:55.136925,20,7,30,33,2.6549201564750877,COMPLETE
809,7036.815402038072,2025-07-31 22:28:06.287764,2025-07-31 22:35:03.984129,0 days 00:06:57.696365,20,7,29,33,2.643084986557749,COMPLETE
810,15326.111890772894,2025-07-31 22:28:06.386862,2025-07-31 22:36:50.454445,0 days 00:08:44.067583,20,7,30,33,2.1220647515260684,COMPLETE
811,15326.111890772894,2025-07-31 22:28:06.481523,2025-07-31 22:36:40.648448,0 days 00:08:34.166925,20,7,30,43,2.651434949673323,COMPLETE
812,15326.111890772894,2025-07-31 22:28:06.515513,2025-07-31 22:35:06.572467,0 days 00:07:00.056954,20,7,30,33,2.6892091366303545,COMPLETE
813,10118.249234851046,2025-07-31 22:28:06.556908,2025-07-31 22:35:58.753901,0 days 00:07:52.196993,20,7,31,44,2.668959068829965,COMPLETE
814,7036.815402038072,2025-07-31 22:28:06.586707,2025-07-31 22:35:04.548928,0 days 00:06:57.962221,20,7,29,33,2.687314981800755,COMPLETE
815,9108.676871189991,2025-07-31 22:28:06.801015,2025-07-31 22:35:58.892864,0 days 00:07:52.091849,20,7,32,44,2.665569755021039,COMPLETE
816,15326.111890772894,2025-07-31 22:28:07.065080,2025-07-31 22:35:06.961399,0 days 00:06:59.896319,20,7,30,44,2.671688441252582,COMPLETE
817,7036.815402038072,2025-07-31 22:28:07.149311,2025-07-31 22:37:26.605177,0 days 00:09:19.455866,20,7,29,45,2.67614023456694,COMPLETE
818,15326.111890772894,2025-07-31 22:28:07.184257,2025-07-31 22:36:05.682915,0 days 00:07:58.498658,20,7,30,33,2.651130359598468,COMPLETE
819,7036.815402038072,2025-07-31 22:28:07.223690,2025-07-31 22:36:03.343566,0 days 00:07:56.119876,20,7,29,33,2.70152209448455,COMPLETE
820,15326.111890772894,2025-07-31 22:28:07.328442,2025-07-31 22:37:32.263882,0 days 00:09:24.935440,20,7,30,33,2.651353385580628,COMPLETE
821,21253.09136919957,2025-07-31 22:28:07.383637,2025-07-31 22:36:46.630827,0 days 00:08:39.247190,14,7,29,44,2.650560161445781,COMPLETE
822,15326.111890772894,2025-07-31 22:28:07.448290,2025-07-31 22:35:59.943861,0 days 00:07:52.495571,20,7,30,33,2.7001648838322314,COMPLETE
823,7036.815402038072,2025-07-31 22:28:07.454979,2025-07-31 22:35:07.408768,0 days 00:06:59.953789,20,7,29,33,2.6381275084792057,COMPLETE
824,7036.815402038072,2025-07-31 22:28:07.606613,2025-07-31 22:34:20.397816,0 days 00:06:12.791203,20,7,29,34,2.654549652128077,COMPLETE
825,15326.111890772894,2025-07-31 22:28:07.745991,2025-07-31 22:36:05.914267,0 days 00:07:58.168276,20,7,30,44,2.6823642458924444,COMPLETE
826,7036.815402038072,2025-07-31 22:28:07.753432,2025-07-31 22:37:32.945296,0 days 00:09:25.191864,20,7,29,33,2.6640434314435875,COMPLETE
827,7036.815402038072,2025-07-31 22:28:07.897576,2025-07-31 22:36:58.240575,0 days 00:08:50.342999,20,7,29,45,2.680483940780259,COMPLETE
828,15326.111890772894,2025-07-31 22:28:07.914772,2025-07-31 22:36:10.683721,0 days 00:08:02.768949,20,7,30,44,2.6740697402301095,COMPLETE
829,15326.111890772894,2025-07-31 22:28:07.964686,2025-07-31 22:37:05.480352,0 days 00:08:57.515666,20,7,30,33,2.6383943824038174,COMPLETE
830,22035.845763416466,2025-07-31 22:28:07.973853,2025-07-31 22:37:28.789897,0 days 00:09:20.816044,14,7,32,33,2.61523207909664,COMPLETE
831,15326.111890772894,2025-07-31 22:28:08.015525,2025-07-31 22:35:15.300135,0 days 00:07:07.284610,20,7,30,33,2.7017263405565495,COMPLETE
832,15326.111890772894,2025-07-31 22:28:08.022358,2025-07-31 22:36:56.322587,0 days 00:08:48.300229,20,7,30,33,2.6658142672012684,COMPLETE
833,26490.142475765497,2025-07-31 22:28:08.028525,2025-07-31 22:36:58.591396,0 days 00:08:50.562871,14,7,30,44,2.6576741905784287,COMPLETE
834,23943.062264126267,2025-07-31 22:28:08.033818,2025-07-31 22:37:09.205778,0 days 00:09:01.171960,20,7,21,44,2.682814529710821,COMPLETE
835,15326.111890772894,2025-07-31 22:28:08.041611,2025-07-31 22:33:49.023418,0 days 00:05:40.981807,20,7,30,33,2.653304078253666,COMPLETE
836,6151.353827940141,2025-07-31 22:28:08.045637,2025-07-31 22:34:25.671498,0 days 00:06:17.625861,20,8,30,33,2.667012207794919,COMPLETE
837,7036.815402038072,2025-07-31 22:28:08.048211,2025-07-31 22:37:04.812109,0 days 00:08:56.763898,20,7,29,33,2.671539064144277,COMPLETE
838,10118.249234851046,2025-07-31 22:28:08.051332,2025-07-31 22:36:09.359686,0 days 00:08:01.308354,20,7,31,43,2.6537210602336776,COMPLETE
839,7036.815402038072,2025-07-31 22:28:08.056930,2025-07-31 22:35:15.801540,0 days 00:07:07.744610,20,7,29,43,2.6455021118658513,COMPLETE
840,15326.111890772894,2025-07-31 22:28:08.062548,2025-07-31 22:35:18.057140,0 days 00:07:09.994592,20,7,30,43,2.678795773469674,COMPLETE
841,15326.111890772894,2025-07-31 22:28:08.065845,2025-07-31 22:36:14.517548,0 days 00:08:06.451703,20,7,30,33,2.662673980536006,COMPLETE
842,7036.815402038072,2025-07-31 22:28:08.067900,2025-07-31 22:36:16.874330,0 days 00:08:08.806430,20,7,29,33,2.665477763306013,COMPLETE
843,15326.111890772894,2025-07-31 22:28:08.073883,2025-07-31 22:37:08.868306,0 days 00:09:00.794423,20,7,30,33,2.664287832397973,COMPLETE
844,21253.09136919957,2025-07-31 22:28:08.081691,2025-07-31 22:37:12.080717,0 days 00:09:03.999026,14,7,29,33,2.6695222218496797,COMPLETE
845,7036.815402038072,2025-07-31 22:28:08.084025,2025-07-31 22:37:31.921109,0 days 00:09:23.837084,20,7,29,33,2.1441848176109546,COMPLETE
846,15326.111890772894,2025-07-31 22:28:08.090230,2025-07-31 22:35:19.742219,0 days 00:07:11.651989,20,7,30,43,2.6602652612014204,COMPLETE
847,15326.111890772894,2025-07-31 22:28:08.096444,2025-07-31 22:37:33.898241,0 days 00:09:25.801797,20,7,30,33,2.6416027892427163,COMPLETE
848,7036.815402038072,2025-07-31 22:28:08.099194,2025-07-31 22:35:24.219123,0 days 00:07:16.119929,20,7,29,43,2.6749886865498365,COMPLETE
849,15326.111890772894,2025-07-31 22:28:08.112241,2025-07-31 22:37:08.744469,0 days 00:09:00.632228,20,7,30,33,2.661652908338602,COMPLETE
850,15326.111890772894,2025-07-31 22:28:08.117922,2025-07-31 22:37:07.033815,0 days 00:08:58.915893,20,7,30,33,2.668127951431067,COMPLETE
851,23943.062264126267,2025-07-31 22:28:08.122304,2025-07-31 22:37:07.736374,0 days 00:08:59.614070,20,7,21,44,2.643553216203042,COMPLETE
852,21253.09136919957,2025-07-31 22:28:08.127306,2025-07-31 22:37:31.702031,0 days 00:09:23.574725,14,7,29,43,2.645029045854028,COMPLETE
853,15326.111890772894,2025-07-31 22:28:08.137539,2025-07-31 22:34:29.993693,0 days 00:06:21.856154,20,7,30,33,2.111475560469108,COMPLETE
854,15326.111890772894,2025-07-31 22:28:08.141810,2025-07-31 22:36:22.271377,0 days 00:08:14.129567,20,7,30,44,2.6526795529471885,COMPLETE
855,7036.815402038072,2025-07-31 22:28:08.165975,2025-07-31 22:37:08.942772,0 days 00:09:00.776797,20,7,29,33,2.680636688048292,COMPLETE
856,7036.815402038072,2025-07-31 22:28:08.166776,2025-07-31 22:34:34.330628,0 days 00:06:26.163852,20,7,29,44,2.675614307572929,COMPLETE
857,26490.142475765497,2025-07-31 22:28:08.182755,2025-07-31 22:36:23.246212,0 days 00:08:15.063457,14,7,30,44,2.6630213433940084,COMPLETE
858,26490.142475765497,2025-07-31 22:28:08.201955,2025-07-31 22:37:34.617042,0 days 00:09:26.415087,14,7,30,33,2.647495353499486,COMPLETE
859,7036.815402038072,2025-07-31 22:28:08.261336,2025-07-31 22:37:20.265249,0 days 00:09:12.003913,20,7,29,33,2.6836583694628144,COMPLETE
860,7036.815402038072,2025-07-31 22:28:08.284538,2025-07-31 22:37:12.860890,0 days 00:09:04.576352,20,7,29,33,2.1223714111687775,COMPLETE
861,15326.111890772894,2025-07-31 22:28:08.387913,2025-07-31 22:37:13.939495,0 days 00:09:05.551582,20,7,30,33,2.669385477975262,COMPLETE
862,15326.111890772894,2025-07-31 22:28:08.448412,2025-07-31 22:37:32.083855,0 days 00:09:23.635443,20,7,30,33,2.6320423943054294,COMPLETE
863,10118.249234851046,2025-07-31 22:28:08.493836,2025-07-31 22:36:32.905293,0 days 00:08:24.411457,20,7,31,33,2.657744986979852,COMPLETE
864,15326.111890772894,2025-07-31 22:28:08.518565,2025-07-31 22:36:32.660517,0 days 00:08:24.141952,20,7,30,34,2.6681347397290107,COMPLETE
865,15326.111890772894,2025-07-31 22:28:08.520814,2025-07-31 22:35:29.313838,0 days 00:07:20.793024,20,7,30,33,2.684923951790919,COMPLETE
866,15326.111890772894,2025-07-31 22:28:08.603343,2025-07-31 22:35:33.667293,0 days 00:07:25.063950,20,7,30,33,2.669964705055071,COMPLETE
867,10118.249234851046,2025-07-31 22:28:08.671865,2025-07-31 22:36:28.508986,0 days 00:08:19.837121,20,7,31,43,2.7024298289715993,COMPLETE
868,26490.142475765497,2025-07-31 22:28:08.731626,2025-07-31 22:34:36.164414,0 days 00:06:27.432788,14,7,30,33,2.6811627223217,COMPLETE
869,15326.111890772894,2025-07-31 22:28:08.743160,2025-07-31 22:35:24.655316,0 days 00:07:15.912156,20,7,30,43,2.6733968360138087,COMPLETE
870,15326.111890772894,2025-07-31 22:28:08.870049,2025-07-31 22:34:36.357707,0 days 00:06:27.487658,20,7,30,44,2.6537735625276957,COMPLETE
871,10118.249234851046,2025-07-31 22:28:09.044869,2025-07-31 22:37:20.843258,0 days 00:09:11.798389,20,7,31,44,2.6381597300471804,COMPLETE
872,15326.111890772894,2025-07-31 22:28:09.101709,2025-07-31 22:35:36.242961,0 days 00:07:27.141252,20,7,30,33,2.6518144118212184,COMPLETE
873,21253.09136919957,2025-07-31 22:28:09.310222,2025-07-31 22:37:30.035692,0 days 00:09:20.725470,14,7,29,33,2.6566358729743897,COMPLETE
874,7036.815402038072,2025-07-31 22:28:09.333344,2025-07-31 22:35:33.495143,0 days 00:07:24.161799,20,7,29,33,2.660855986976525,COMPLETE
875,15326.111890772894,2025-07-31 22:28:09.389518,2025-07-31 22:36:32.549392,0 days 00:08:23.159874,20,7,30,33,2.672687873131106,COMPLETE
876,15326.111890772894,2025-07-31 22:28:09.423216,2025-07-31 22:36:30.990230,0 days 00:08:21.567014,20,7,30,43,2.64271049501342,COMPLETE
877,15326.111890772894,2025-07-31 22:28:09.477435,2025-07-31 22:35:31.261872,0 days 00:07:21.784437,20,7,30,33,2.6977047373588063,COMPLETE
878,15326.111890772894,2025-07-31 22:28:09.513706,2025-07-31 22:36:29.225002,0 days 00:08:19.711296,20,7,30,33,2.690525661057304,COMPLETE
879,15326.111890772894,2025-07-31 22:28:09.523368,2025-07-31 22:35:38.959758,0 days 00:07:29.436390,20,7,30,43,2.666926972822099,COMPLETE
