number,value,datetime_start,datetime_complete,duration,params_rsi_oversold,params_rsi_period,params_stoch_d_period,params_stoch_k_period,params_stoch_overbought,params_stoch_oversold,params_stoch_smooth_period,state
541,7696.41087913941,2025-07-01 16:04:43.488484,2025-07-01 18:07:48.605735,0 days 02:03:05.117251,17,5,10,21,85,20,3,COMPLETE
542,2488.0854372636422,2025-07-01 16:04:43.509615,2025-07-01 17:07:55.362667,0 days 01:03:11.853052,19,7,10,21,85,20,3,COMPLETE
543,4218.044873942312,2025-07-01 16:04:43.533194,2025-07-01 17:49:25.532128,0 days 01:44:41.998934,17,7,10,20,85,19,3,COMPLETE
544,3896.134046043795,2025-07-01 16:04:43.590428,2025-07-01 17:15:10.473271,0 days 01:10:26.882843,17,6,10,21,85,19,3,COMPLETE
545,7696.41087913941,2025-07-01 16:04:43.781197,2025-07-01 17:08:36.818529,0 days 01:03:53.037332,17,5,10,21,85,20,3,COMPLETE
546,7703.7709575489625,2025-07-01 16:04:43.813948,2025-07-01 17:14:59.194329,0 days 01:10:15.380381,17,5,10,21,85,22,3,COMPLETE
547,10406.980753618021,2025-07-01 16:04:43.886243,2025-07-01 17:21:08.156154,0 days 01:16:24.269911,17,5,10,21,86,21,3,COMPLETE
548,5236.112382323909,2025-07-01 16:04:43.920715,2025-07-01 17:33:03.145098,0 days 01:28:19.224383,18,6,10,21,85,21,3,COMPLETE
549,9522.444316756635,2025-07-01 16:04:43.956782,2025-07-01 17:46:50.940643,0 days 01:42:06.983861,17,5,10,20,86,21,3,COMPLETE
550,7847.541997269163,2025-07-01 16:04:44.030794,2025-07-01 17:21:54.638331,0 days 01:17:10.607537,17,5,10,21,85,21,3,COMPLETE
551,7334.015369559339,2025-07-01 16:04:44.053352,2025-07-01 17:21:45.108085,0 days 01:17:01.054733,18,5,10,21,85,20,3,COMPLETE
552,5015.842677259627,2025-07-01 16:04:44.130340,2025-07-01 17:23:18.660272,0 days 01:18:34.529932,16,5,10,21,85,20,3,COMPLETE
553,5118.5820476667295,2025-07-01 16:04:44.169595,2025-07-01 17:55:14.050518,0 days 01:50:29.880923,16,5,10,21,85,21,3,COMPLETE
554,5359.631110848699,2025-07-01 16:04:44.181398,2025-07-01 17:22:33.220138,0 days 01:17:49.038740,18,9,10,21,85,21,3,COMPLETE
555,3121.3786559061173,2025-07-01 16:04:44.321545,2025-07-01 17:22:40.945114,0 days 01:17:56.623569,17,6,10,20,85,20,3,COMPLETE
556,7847.541997269163,2025-07-01 16:04:44.344549,2025-07-01 17:32:50.531101,0 days 01:28:06.186552,17,5,10,21,85,21,3,COMPLETE
557,7847.541997269163,2025-07-01 16:04:44.412648,2025-07-01 17:15:56.824148,0 days 01:11:12.411500,17,5,10,21,85,21,3,COMPLETE
558,4344.125130029632,2025-07-01 16:04:44.476641,2025-07-01 17:16:04.154058,0 days 01:11:19.677417,18,6,10,20,85,20,3,COMPLETE
559,4536.003693602049,2025-07-01 16:04:44.662935,2025-07-01 17:34:11.504799,0 days 01:29:26.841864,16,5,10,20,86,19,3,COMPLETE
560,6306.7428465238745,2025-07-01 16:04:44.691020,2025-07-01 17:57:58.767509,0 days 01:53:14.076489,18,5,9,21,85,21,3,COMPLETE
561,3486.863244499562,2025-07-01 16:04:44.757818,2025-07-01 17:05:38.651872,0 days 01:00:53.894054,17,6,10,19,85,20,3,COMPLETE
562,4120.031340252981,2025-07-01 16:04:44.783931,2025-07-01 17:09:12.669989,0 days 01:04:27.886058,17,9,10,20,85,20,3,COMPLETE
563,2857.6644576596573,2025-07-01 16:04:44.790936,2025-07-01 18:09:22.063790,0 days 02:04:37.272854,17,6,10,20,86,20,3,COMPLETE
564,7341.4795553021695,2025-07-01 16:04:45.018771,2025-07-01 17:06:14.977162,0 days 01:01:29.958391,18,5,10,21,85,22,3,COMPLETE
565,5420.097877070566,2025-07-01 16:04:45.077408,2025-07-01 17:09:37.129501,0 days 01:04:52.052093,18,6,10,21,85,19,3,COMPLETE
566,5015.393119512118,2025-07-01 16:04:45.078790,2025-07-01 18:07:47.139864,0 days 02:03:02.061074,16,5,10,20,85,20,3,COMPLETE
567,7112.849148202169,2025-07-01 16:04:45.154306,2025-07-01 17:08:37.842961,0 days 01:03:52.688655,18,5,10,20,85,21,3,COMPLETE
568,5705.198798550067,2025-07-01 16:04:45.226103,2025-07-01 17:36:16.172229,0 days 01:31:30.946126,17,7,10,21,85,21,3,COMPLETE
569,7847.541997269163,2025-07-01 16:04:45.346985,2025-07-01 17:21:40.013706,0 days 01:16:54.666721,17,5,10,21,85,21,3,COMPLETE
570,2929.624728499841,2025-07-01 16:04:45.426245,2025-07-01 17:10:32.815681,0 days 01:05:47.389436,18,7,10,21,84,21,3,COMPLETE
571,5802.495677736631,2025-07-01 16:04:45.472064,2025-07-01 17:58:32.003702,0 days 01:53:46.531638,17,7,10,18,85,20,3,COMPLETE
572,2488.0854372636422,2025-07-01 16:04:45.533952,2025-07-01 17:10:36.970429,0 days 01:05:51.436477,19,7,10,21,85,20,3,COMPLETE
573,6561.5512134946875,2025-07-01 16:04:45.658706,2025-07-01 17:24:53.324299,0 days 01:20:07.665593,18,5,10,21,85,19,3,COMPLETE
574,7983.523624717359,2025-07-01 16:04:45.801265,2025-07-01 17:17:47.587042,0 days 01:13:01.785777,16,5,10,21,86,22,3,COMPLETE
575,3918.948267610115,2025-07-01 16:04:45.812452,2025-07-01 17:36:54.855522,0 days 01:32:09.043070,15,5,10,19,85,20,3,COMPLETE
576,7334.015369559339,2025-07-01 16:04:45.860930,2025-07-01 17:11:16.495012,0 days 01:06:30.634082,18,5,10,21,85,20,3,COMPLETE
577,3740.751477345362,2025-07-01 16:04:45.873615,2025-07-01 17:23:41.867661,0 days 01:18:55.994046,15,6,10,21,85,19,3,COMPLETE
578,7847.541997269163,2025-07-01 16:04:45.992535,2025-07-01 17:36:17.577860,0 days 01:31:31.585325,17,5,10,21,85,21,3,COMPLETE
579,5319.205010097439,2025-07-01 16:04:46.159490,2025-07-01 17:18:01.787533,0 days 01:13:15.628043,17,8,10,20,86,21,3,COMPLETE
580,2464.0106277916566,2025-07-01 16:04:46.247906,2025-07-01 17:59:52.804569,0 days 01:55:06.556663,19,6,10,21,85,21,2,COMPLETE
581,2857.6644576596573,2025-07-01 16:04:46.371341,2025-07-01 17:27:55.125410,0 days 01:23:08.754069,17,6,10,20,86,20,3,COMPLETE
582,5748.727456369634,2025-07-01 16:04:46.415623,2025-07-01 17:41:18.843277,0 days 01:36:32.427654,20,5,10,21,85,19,3,COMPLETE
583,2714.956541924612,2025-07-01 16:04:46.564160,2025-07-01 17:24:03.102606,0 days 01:19:16.538446,17,6,9,21,85,20,3,COMPLETE
584,5323.187298648756,2025-07-01 16:04:46.597014,2025-07-01 17:18:21.171015,0 days 01:13:34.574001,17,5,10,21,84,20,3,COMPLETE
585,8258.712455205276,2025-07-01 16:04:46.672981,2025-07-01 17:26:19.240696,0 days 01:21:32.567715,19,5,10,21,85,20,3,COMPLETE
586,3414.895826261318,2025-07-01 16:04:46.835984,2025-07-01 17:41:23.240539,0 days 01:36:36.404555,18,7,10,21,85,20,3,COMPLETE
587,7425.859266119402,2025-07-01 16:04:46.899676,2025-07-01 17:16:24.481170,0 days 01:11:37.581494,17,5,10,20,85,21,3,COMPLETE
588,3925.8093926499278,2025-07-01 16:04:46.946803,2025-07-01 18:00:14.784287,0 days 01:55:27.837484,17,6,10,21,85,20,3,COMPLETE
589,591.0395616668502,2025-07-01 16:04:47.019391,2025-07-01 17:28:00.059029,0 days 01:23:13.039638,21,8,10,21,85,21,2,COMPLETE
590,9214.39704933735,2025-07-01 16:04:47.098615,2025-07-01 17:33:33.029326,0 days 01:28:45.930711,17,5,10,21,86,19,3,COMPLETE
591,5644.553067901949,2025-07-01 16:04:47.167325,2025-07-01 17:18:37.540704,0 days 01:13:50.373379,16,6,10,21,86,21,3,COMPLETE
592,7847.541997269163,2025-07-01 16:04:47.178806,2025-07-01 17:28:11.383014,0 days 01:23:24.204208,17,5,10,21,85,21,3,COMPLETE
593,5442.542555532039,2025-07-01 16:04:47.191490,2025-07-01 17:18:04.443268,0 days 01:13:17.251778,17,8,10,21,86,19,3,COMPLETE
594,5323.187298648756,2025-07-01 16:04:47.287249,2025-07-01 17:42:38.373255,0 days 01:37:51.086006,17,5,10,21,84,20,3,COMPLETE
595,7410.812590627522,2025-07-01 16:04:47.621841,2025-07-01 17:13:42.178247,0 days 01:08:54.556406,17,5,10,20,85,20,3,COMPLETE
596,4968.357235781288,2025-07-01 16:04:47.622890,2025-07-01 17:13:57.654351,0 days 01:09:10.031461,16,8,9,21,86,20,3,COMPLETE
597,5890.004593282397,2025-07-01 16:04:47.718346,2025-07-01 17:13:35.925378,0 days 01:08:48.207032,15,6,10,21,82,21,1,COMPLETE
598,7069.879587834006,2025-07-01 16:04:47.746703,2025-07-01 17:51:49.821678,0 days 01:47:02.074975,14,5,10,21,82,21,1,COMPLETE
599,7170.427318130677,2025-07-01 16:04:47.829392,2025-07-01 17:28:34.292698,0 days 01:23:46.463306,14,6,10,21,82,21,1,COMPLETE
600,5073.969312543445,2025-07-01 16:04:47.841622,2025-07-01 17:42:41.672907,0 days 01:37:53.831285,14,5,10,20,82,22,1,COMPLETE
601,6424.443903362953,2025-07-01 16:04:47.956666,2025-07-01 17:19:11.047174,0 days 01:14:23.090508,16,6,10,21,83,22,1,COMPLETE
602,4347.379751894434,2025-07-01 16:04:48.058200,2025-07-01 17:13:43.643217,0 days 01:08:55.585017,14,8,10,21,83,21,1,COMPLETE
603,6198.400813468497,2025-07-01 16:04:48.064202,2025-07-01 17:44:50.338017,0 days 01:40:02.273815,14,6,10,20,83,21,1,COMPLETE
604,5622.09988499429,2025-07-01 16:04:48.154834,2025-07-01 18:03:01.725601,0 days 01:58:13.570767,15,5,10,21,82,20,1,COMPLETE
605,6184.496566154848,2025-07-01 16:04:48.187470,2025-07-01 17:47:41.627266,0 days 01:42:53.439796,15,5,10,21,83,21,1,COMPLETE
606,6089.149921395016,2025-07-01 16:04:48.265862,2025-07-01 17:15:41.531273,0 days 01:10:53.265411,15,7,10,18,82,21,1,COMPLETE
607,6194.8028122674095,2025-07-01 16:04:48.314567,2025-07-01 17:29:28.563782,0 days 01:24:40.249215,16,5,10,21,83,20,1,COMPLETE
608,6297.210861327152,2025-07-01 16:04:48.349702,2025-07-01 17:09:21.498997,0 days 01:04:33.149295,14,8,10,21,82,21,1,COMPLETE
609,6076.785845978984,2025-07-01 16:04:48.377978,2025-07-01 18:03:20.050627,0 days 01:58:31.672649,17,6,10,21,83,20,1,COMPLETE
610,4501.70085593918,2025-07-01 16:04:48.400004,2025-07-01 17:21:17.718871,0 days 01:16:29.318867,15,6,10,20,82,21,1,COMPLETE
611,7587.772599626536,2025-07-01 16:04:48.672759,2025-07-01 17:09:07.402395,0 days 01:04:18.729636,14,5,10,19,82,21,1,COMPLETE
612,6055.4052185065475,2025-07-01 16:04:48.706509,2025-07-01 17:48:37.885631,0 days 01:43:49.179122,15,7,10,19,82,21,1,COMPLETE
613,7777.640249316271,2025-07-01 16:04:48.711621,2025-07-01 17:17:06.234483,0 days 01:12:17.522862,14,5,10,21,83,21,1,COMPLETE
614,5164.588994140248,2025-07-01 16:04:48.796294,2025-07-01 17:35:00.260962,0 days 01:30:11.464668,14,5,9,21,83,20,1,COMPLETE
615,6390.46394670868,2025-07-01 16:04:48.873264,2025-07-01 17:10:21.275374,0 days 01:05:32.402110,15,7,10,21,82,21,1,COMPLETE
616,6802.038676769693,2025-07-01 16:04:48.917476,2025-07-01 17:22:05.340865,0 days 01:17:16.423389,14,6,10,19,82,21,1,COMPLETE
617,6184.496566154848,2025-07-01 16:04:48.928009,2025-07-01 17:53:51.027245,0 days 01:49:02.099236,15,5,10,21,83,21,1,COMPLETE
618,2945.7010909049623,2025-07-01 16:04:48.941788,2025-07-01 18:03:35.109929,0 days 01:58:46.168141,16,10,10,20,82,21,1,COMPLETE
619,6184.496566154848,2025-07-01 16:04:49.026056,2025-07-01 18:05:09.554296,0 days 02:00:20.528240,15,5,10,21,83,21,1,COMPLETE
620,7069.879587834006,2025-07-01 16:04:49.090619,2025-07-01 17:09:52.690293,0 days 01:05:03.599674,14,5,10,21,82,21,1,COMPLETE
621,5748.814211529522,2025-07-01 16:04:49.142313,2025-07-01 17:54:56.279930,0 days 01:50:07.137617,15,5,10,21,82,21,1,COMPLETE
622,6740.223481313709,2025-07-01 16:04:49.228846,2025-07-01 17:05:20.039111,0 days 01:00:30.810265,15,7,10,21,82,22,1,COMPLETE
623,5925.446367624574,2025-07-01 16:04:49.282078,2025-07-01 17:54:42.470257,0 days 01:49:53.188179,15,6,10,21,82,22,1,COMPLETE
624,7069.879587834006,2025-07-01 16:04:49.441636,2025-07-01 17:51:27.166865,0 days 01:46:37.725229,14,5,10,21,82,21,1,COMPLETE
625,5748.814211529522,2025-07-01 16:04:49.570567,2025-07-01 17:35:43.573866,0 days 01:30:54.003299,15,5,10,21,82,21,1,COMPLETE
626,2849.69405981457,2025-07-01 16:04:49.674196,2025-07-01 18:06:47.351390,0 days 02:01:57.677194,15,5,9,18,82,19,1,COMPLETE
627,6390.46394670868,2025-07-01 16:04:49.682540,2025-07-01 17:24:22.686566,0 days 01:19:33.004026,15,7,10,21,82,21,1,COMPLETE
628,5310.140520233015,2025-07-01 16:04:49.745281,2025-07-01 18:06:58.779560,0 days 02:02:09.034279,16,5,10,21,82,21,1,COMPLETE
629,9532.471951171847,2025-07-01 16:04:49.821740,2025-07-01 17:54:21.648016,0 days 01:49:31.826276,14,5,10,19,81,20,1,COMPLETE
630,7428.707031472022,2025-07-01 16:04:49.830949,2025-07-01 18:08:15.568595,0 days 02:03:25.737646,17,5,10,21,82,21,1,COMPLETE
631,6184.496566154848,2025-07-01 16:04:49.845694,2025-07-01 17:10:33.622639,0 days 01:05:43.776945,15,5,10,21,83,21,1,COMPLETE
632,6195.845439740533,2025-07-01 16:04:50.001749,2025-07-01 17:57:33.131879,0 days 01:52:43.130130,12,6,10,20,83,21,1,COMPLETE
633,6350.586010263445,2025-07-01 16:04:50.014102,2025-07-01 17:25:42.522113,0 days 01:20:52.508011,14,5,10,20,82,21,1,COMPLETE
634,6390.46394670868,2025-07-01 16:04:50.082633,2025-07-01 17:17:43.811010,0 days 01:12:53.728377,15,7,10,21,82,21,1,COMPLETE
635,7147.183610633032,2025-07-01 16:04:50.187715,2025-07-01 17:54:52.728800,0 days 01:50:02.541085,15,8,10,21,82,21,1,COMPLETE
636,5971.185150105665,2025-07-01 16:04:50.242023,2025-07-01 17:56:48.860790,0 days 01:51:58.618767,16,6,10,21,82,21,1,COMPLETE
637,5748.814211529522,2025-07-01 16:04:50.354348,2025-07-01 17:25:48.344825,0 days 01:20:57.990477,15,5,10,21,82,21,1,COMPLETE
638,5890.004593282397,2025-07-01 16:04:50.372109,2025-07-01 18:00:05.650389,0 days 01:55:15.278280,15,6,10,21,82,21,1,COMPLETE
639,5748.814211529522,2025-07-01 16:04:50.451569,2025-07-01 17:16:48.095947,0 days 01:11:57.644378,15,5,10,21,82,21,1,COMPLETE
640,7036.83937974079,2025-07-01 16:04:50.458912,2025-07-01 17:37:44.720353,0 days 01:32:54.261441,13,5,10,21,82,22,1,COMPLETE
641,5928.4961383255795,2025-07-01 16:04:50.636346,2025-07-01 17:11:03.122654,0 days 01:06:12.486308,13,9,10,21,81,21,1,COMPLETE
642,7147.183610633032,2025-07-01 16:04:50.674044,2025-07-01 18:08:51.003632,0 days 02:04:00.329588,15,8,10,21,82,21,1,COMPLETE
643,5748.814211529522,2025-07-01 16:04:50.713329,2025-07-01 18:06:30.961053,0 days 02:01:40.247724,15,5,10,21,82,21,1,COMPLETE
644,5622.09988499429,2025-07-01 16:04:50.749863,2025-07-01 17:11:52.049135,0 days 01:07:01.299272,15,5,10,21,82,20,1,COMPLETE
645,5969.158523245611,2025-07-01 16:04:50.826750,2025-07-01 17:10:39.574165,0 days 01:05:48.747415,15,7,10,21,83,20,1,COMPLETE
646,6786.263720854764,2025-07-01 16:04:50.871231,2025-07-01 17:18:40.014652,0 days 01:13:49.143421,14,6,10,21,83,20,1,COMPLETE
647,6946.596796070864,2025-07-01 16:04:50.880291,2025-07-01 17:59:34.459027,0 days 01:54:43.578736,13,5,10,20,83,20,1,COMPLETE
648,5890.004593282397,2025-07-01 16:04:50.891649,2025-07-01 17:03:31.673380,0 days 00:58:40.781731,15,6,10,21,82,21,1,COMPLETE
649,5813.73762916801,2025-07-01 16:04:50.897659,2025-07-01 17:27:21.942880,0 days 01:22:31.045221,15,6,10,21,82,20,1,COMPLETE
650,5622.09988499429,2025-07-01 16:04:50.996496,2025-07-01 17:16:54.589850,0 days 01:12:03.593354,15,5,10,21,82,20,1,COMPLETE
651,6774.851649969474,2025-07-01 16:04:51.014185,2025-07-01 18:04:47.130261,0 days 01:59:56.116076,18,5,10,21,82,22,1,COMPLETE
652,5748.814211529522,2025-07-01 16:04:51.055874,2025-07-01 18:07:21.938530,0 days 02:02:30.882656,15,5,10,21,82,21,1,COMPLETE
653,5748.814211529522,2025-07-01 16:04:51.069719,2025-07-01 18:00:29.870151,0 days 01:55:38.800432,15,5,10,21,82,21,1,COMPLETE
654,5748.814211529522,2025-07-01 16:04:51.190947,2025-07-01 18:02:18.080032,0 days 01:57:26.889085,15,5,10,21,82,21,1,COMPLETE
655,7069.879587834006,2025-07-01 16:04:51.240338,2025-07-01 18:00:07.409333,0 days 01:55:16.168995,14,5,10,21,82,21,1,COMPLETE
656,7796.509473676976,2025-07-01 16:04:51.335158,2025-07-01 17:12:32.041678,0 days 01:07:40.706520,15,5,10,20,83,21,1,COMPLETE
657,6066.945415954777,2025-07-01 16:04:51.389739,2025-07-01 17:40:53.803985,0 days 01:36:02.414246,14,8,10,21,82,20,1,COMPLETE
658,5890.004593282397,2025-07-01 16:04:51.398920,2025-07-01 17:39:42.623341,0 days 01:34:51.224421,15,6,10,21,82,21,1,COMPLETE
659,7147.183610633032,2025-07-01 16:04:51.423691,2025-07-01 18:07:25.345287,0 days 02:02:33.921596,15,8,10,21,82,21,1,COMPLETE
660,5182.688006147841,2025-07-01 16:04:51.531936,2025-07-01 17:36:54.303885,0 days 01:32:02.771949,13,6,10,20,82,21,1,COMPLETE
661,6313.891835308615,2025-07-01 16:04:51.567092,2025-07-01 17:19:26.758518,0 days 01:14:35.191426,15,6,10,21,81,19,1,COMPLETE
662,7344.74912806774,2025-07-01 16:04:51.613660,2025-07-01 17:58:56.921099,0 days 01:54:05.307439,13,5,10,21,82,20,1,COMPLETE
663,6488.595433592137,2025-07-01 16:04:51.647018,2025-07-01 18:05:53.941500,0 days 02:01:02.294482,16,9,10,21,82,21,1,COMPLETE
664,6788.125469806531,2025-07-01 16:04:51.679166,2025-07-01 17:44:05.735440,0 days 01:39:14.056274,14,5,10,21,82,20,1,COMPLETE
665,7674.089586069253,2025-07-01 16:04:51.736855,2025-07-01 17:45:09.590653,0 days 01:40:17.853798,15,5,10,20,83,20,1,COMPLETE
666,4926.847701216657,2025-07-01 16:04:52.025928,2025-07-01 18:00:10.629107,0 days 01:55:18.603179,15,7,10,20,82,21,1,COMPLETE
667,5813.73762916801,2025-07-01 16:04:52.205621,2025-07-01 17:07:57.036039,0 days 01:03:04.830418,15,6,10,21,82,20,1,COMPLETE
668,5022.54086212551,2025-07-01 16:04:52.304603,2025-07-01 18:08:33.741608,0 days 02:03:41.437005,15,5,10,20,82,20,1,COMPLETE
669,5813.73762916801,2025-07-01 16:04:52.396551,2025-07-01 17:27:58.017220,0 days 01:23:05.620669,15,6,10,21,82,20,1,COMPLETE
670,5620.739551568087,2025-07-01 16:04:52.445328,2025-07-01 17:18:19.020255,0 days 01:13:26.574927,17,6,10,19,82,20,1,COMPLETE
671,5748.814211529522,2025-07-01 16:04:52.469057,2025-07-01 17:19:07.223671,0 days 01:14:14.754614,15,5,10,21,82,21,1,COMPLETE
672,6788.125469806531,2025-07-01 16:04:52.626080,2025-07-01 18:03:40.434850,0 days 01:58:47.808770,14,5,10,21,82,20,1,COMPLETE
673,5206.545949138079,2025-07-01 16:04:52.722959,2025-07-01 18:07:42.234489,0 days 02:02:49.511530,15,8,10,20,82,21,1,COMPLETE
674,5170.752055597954,2025-07-01 16:04:52.810785,2025-07-01 17:28:34.333475,0 days 01:23:41.522690,15,5,10,20,82,21,1,COMPLETE
675,6659.683124768109,2025-07-01 16:04:52.854992,2025-07-01 17:28:36.856071,0 days 01:23:44.001079,14,6,10,21,82,20,1,COMPLETE
676,6390.46394670868,2025-07-01 16:04:52.860829,2025-07-01 18:04:29.359176,0 days 01:59:36.498347,15,7,10,21,82,21,1,COMPLETE
677,5631.787968024063,2025-07-01 16:04:52.923762,2025-07-01 17:49:34.558324,0 days 01:44:41.634562,15,5,10,21,82,19,1,COMPLETE
678,4590.41237325591,2025-07-01 16:04:53.039239,2025-07-01 17:31:25.880946,0 days 01:26:32.841707,15,9,10,21,82,21,1,COMPLETE
679,6184.496566154848,2025-07-01 16:04:53.127509,2025-07-01 18:00:20.486930,0 days 01:55:27.359421,15,5,10,21,83,21,1,COMPLETE
680,5022.54086212551,2025-07-01 16:04:53.201208,2025-07-01 17:30:17.334620,0 days 01:25:24.133412,15,5,10,20,82,20,1,COMPLETE
681,5748.814211529522,2025-07-01 16:04:53.252847,2025-07-01 18:05:09.810166,0 days 02:00:16.557319,15,5,10,21,82,21,1,COMPLETE
682,3535.732252266018,2025-07-01 16:04:53.347901,2025-07-01 18:08:47.230375,0 days 02:03:53.882474,15,9,10,20,83,20,1,COMPLETE
683,5565.1372498606725,2025-07-01 16:04:53.437033,2025-07-01 18:08:35.301961,0 days 02:03:41.864928,15,10,10,21,82,21,1,COMPLETE
684,5170.752055597954,2025-07-01 16:04:53.542029,2025-07-01 17:46:28.566360,0 days 01:41:35.024331,15,5,10,20,82,21,1,COMPLETE
685,6390.46394670868,2025-07-01 16:04:53.604206,2025-07-01 18:09:17.027027,0 days 02:04:23.422821,15,7,10,21,82,21,1,COMPLETE
686,4732.377889982197,2025-07-01 16:04:53.738583,2025-07-01 17:15:46.076713,0 days 01:10:52.338130,14,6,10,20,82,22,1,COMPLETE
687,5777.308700044503,2025-07-01 16:04:53.841248,2025-07-01 18:05:07.819629,0 days 02:00:13.978381,15,8,10,20,82,20,1,COMPLETE
688,5770.366443262837,2025-07-01 16:04:53.850164,2025-07-01 17:51:56.947959,0 days 01:47:03.097795,16,5,10,19,82,22,1,COMPLETE
689,6408.0367444248695,2025-07-01 16:04:53.857215,2025-07-01 18:07:50.044917,0 days 02:02:56.187702,14,9,10,21,82,21,1,COMPLETE
690,6788.125469806531,2025-07-01 16:04:53.885548,2025-07-01 17:24:51.701507,0 days 01:19:57.815959,14,5,10,21,82,20,1,COMPLETE
691,7777.640249316271,2025-07-01 16:04:53.924823,2025-07-01 17:55:22.854187,0 days 01:50:28.929364,14,5,10,21,83,21,1,COMPLETE
692,5704.592651868656,2025-07-01 16:04:53.936458,2025-07-01 17:34:57.546634,0 days 01:30:03.610176,14,8,10,21,82,19,1,COMPLETE
693,5622.09988499429,2025-07-01 16:04:54.029425,2025-07-01 17:59:30.788059,0 days 01:54:36.758634,15,5,10,21,82,20,1,COMPLETE
694,6338.531789165217,2025-07-01 16:04:54.035997,2025-07-01 18:08:39.362248,0 days 02:03:45.326251,15,7,10,21,83,21,1,COMPLETE
695,6297.210861327152,2025-07-01 16:04:54.175921,2025-07-01 17:53:08.651991,0 days 01:48:14.476070,14,8,10,21,82,21,1,COMPLETE
696,5192.920891048801,2025-07-01 16:04:54.209763,2025-07-01 18:04:52.762529,0 days 01:59:58.552766,14,5,9,21,82,19,1,COMPLETE
697,4590.41237325591,2025-07-01 16:04:54.227606,2025-07-01 17:55:44.142345,0 days 01:50:49.914739,15,9,10,21,82,21,1,COMPLETE
698,6561.072784823806,2025-07-01 16:04:54.234141,2025-07-01 18:05:34.047102,0 days 02:00:39.812961,17,8,10,21,82,21,1,COMPLETE
699,7170.427318130677,2025-07-01 16:04:54.249858,2025-07-01 17:54:27.123044,0 days 01:49:32.873186,14,6,10,21,82,21,1,COMPLETE
700,4590.41237325591,2025-07-01 16:04:54.394397,2025-07-01 18:08:46.826098,0 days 02:03:52.431701,15,9,10,21,82,21,1,COMPLETE
701,4389.019849543081,2025-07-01 16:04:54.499885,2025-07-01 18:05:47.719151,0 days 02:00:53.219266,16,5,10,20,82,22,1,COMPLETE
702,6489.9907338129,2025-07-01 16:04:54.639076,2025-07-01 17:52:41.963975,0 days 01:47:47.324899,14,7,10,21,81,21,1,COMPLETE
703,6308.583205762454,2025-07-01 16:04:54.780324,2025-07-01 17:34:09.951359,0 days 01:29:15.171035,14,7,10,21,82,21,1,COMPLETE
704,4926.847701216657,2025-07-01 16:04:54.799840,2025-07-01 17:24:48.938592,0 days 01:19:54.138752,15,7,10,20,82,21,1,COMPLETE
705,4026.1043707893004,2025-07-01 16:04:54.836014,2025-07-01 18:05:16.307959,0 days 02:00:21.471945,15,5,9,21,82,19,1,COMPLETE
706,4824.280126853611,2025-07-01 16:04:54.875592,2025-07-01 17:55:44.715645,0 days 01:50:49.840053,15,6,10,20,90,21,1,COMPLETE
707,6127.144223510888,2025-07-01 16:04:54.981817,2025-07-01 17:10:34.694263,0 days 01:05:39.712446,15,8,10,21,83,20,1,COMPLETE
708,5925.446367624574,2025-07-01 16:04:55.015920,2025-07-01 18:05:09.624707,0 days 02:00:14.608787,15,6,10,21,82,22,1,COMPLETE
709,5748.814211529522,2025-07-01 16:04:55.031934,2025-07-01 17:57:09.614465,0 days 01:52:14.582531,15,5,10,21,82,21,1,COMPLETE
710,6206.846678132505,2025-07-01 16:04:55.101925,2025-07-01 18:06:14.801607,0 days 02:01:19.699682,15,6,10,19,83,20,1,COMPLETE
711,5890.004593282397,2025-07-01 16:04:55.177876,2025-07-01 17:38:13.225945,0 days 01:33:18.048069,15,6,10,21,82,21,1,COMPLETE
712,5146.440229483334,2025-07-01 16:04:55.196030,2025-07-01 17:17:18.688320,0 days 01:12:23.492290,15,8,9,21,82,22,1,COMPLETE
713,5813.73762916801,2025-07-01 16:04:55.251777,2025-07-01 18:04:19.018229,0 days 01:59:23.766452,15,6,10,21,82,20,1,COMPLETE
714,5415.707928734203,2025-07-01 16:04:55.314901,2025-07-01 17:57:03.571697,0 days 01:52:08.256796,15,7,10,20,83,21,1,COMPLETE
715,6064.405764806784,2025-07-01 16:04:55.375497,2025-07-01 17:24:16.046117,0 days 01:19:20.670620,15,6,10,21,83,21,1,COMPLETE
716,7069.879587834006,2025-07-01 16:04:55.438858,2025-07-01 18:09:04.574927,0 days 02:04:09.136069,14,5,10,21,82,21,1,COMPLETE
717,7170.427318130677,2025-07-01 16:04:55.539508,2025-07-01 17:16:44.039787,0 days 01:11:48.500279,14,6,10,21,82,21,1,COMPLETE
718,5631.787968024063,2025-07-01 16:04:55.731362,2025-07-01 17:57:05.261816,0 days 01:52:09.530454,15,5,10,21,82,19,1,COMPLETE
719,7092.359383540876,2025-07-01 16:04:55.754345,2025-07-01 17:57:34.412240,0 days 01:52:38.657895,15,8,10,21,81,21,1,COMPLETE
720,6746.672278502405,2025-07-01 16:04:55.807569,2025-07-01 17:34:50.144283,0 days 01:29:54.336714,15,7,10,19,81,21,1,COMPLETE
721,5327.2634423735135,2025-07-01 16:04:55.820122,2025-07-01 18:06:41.504101,0 days 02:01:45.683979,14,5,9,21,83,21,1,COMPLETE
722,6561.072784823806,2025-07-01 16:04:55.826276,2025-07-01 17:18:05.292591,0 days 01:13:09.466315,17,8,10,21,82,21,1,COMPLETE
